"","Zi","Yi","Di"
"4983",37,17,1
"4984",37,16,1
"4985",35,14,1
"4986",30,14,1
"4987",37,17,1
"4988",30,14,1
"4989",27,16,1
"4990",35,16,1
"4991",20,14,1
"4992",37,14,1
"4993",37,14,1
"4994",37,15,1
"4995",37,14,1
"4996",21,15,1
"4997",37,15,1
"4998",31,15,1
"4999",37,15,1
"5000",36,15,1
"5001",37,14,1
"5002",33,16,1
"5003",35,15,1
"5004",37,15,1
"5005",37,15,1
"5006",30,17,1
"5007",31,14,1
"5008",37,15,1
"5009",37,15,1
"5010",37,14,1
"5011",37,15,1
"5012",31,15,1
"5013",35,18,1
"5014",37,16,1
"5015",37,15,1
"5016",37,14,1
"5017",36,16,1
"5018",35,17,1
"5019",35,15,1
"5020",36,15,1
"5021",34,16,1
"5022",36,16,1
"5023",37,15,1
"5024",37,15,1
"5025",35,16,1
"5026",31,15,1
"5027",30,15,1
"5028",35,16,1
"5029",35,15,1
"5030",34,15,1
"5031",37,14,1
"5032",34,15,1
"5033",33,15,1
"5034",37,15,1
"5035",37,15,1
"5036",36,17,1
"5037",32,15,1
"5038",34,15,1
"5039",35,15,1
"5040",37,15,1
"5041",30,15,1
"5042",37,15,1
"5043",33,15,1
"5044",37,15,1
"5045",35,15,1
"5046",37,15,1
"5047",37,15,1
"5048",37,15,1
"5049",37,15,1
"5050",36,15,1
"5051",34,16,1
"5052",28,15,1
"5053",36,15,1
"5054",33,15,1
"5055",37,15,1
"5056",36,15,1
"5057",36,15,1
"5058",37,15,1
"5059",31,16,1
"5060",37,15,1
"5061",36,15,1
"5062",34,16,1
"5063",34,15,1
"5064",33,15,1
"5065",30,15,1
"5066",35,15,1
"5067",31,15,1
"5068",35,15,1
"5069",37,15,1
"5070",32,15,1
"5071",29,15,1
"5072",37,15,1
"5073",37,15,1
"5074",37,15,1
"5075",37,15,1
"5076",33,16,1
"5077",26,15,1
"5078",22,15,1
"5079",32,16,1
"5080",37,15,1
"5081",36,15,1
"5082",37,16,1
"5083",34,15,1
"5084",20,14,1
"5085",37,13,1
"5086",37,14,1
"5087",37,14,1
"5088",36,14,1
"5089",32,13,1
"5090",35,13,1
"5091",34,13,1
"5092",37,13,1
"5093",37,13,1
"5094",34,14,1
"5095",37,14,1
"5096",37,14,1
"5097",37,14,1
"5098",20,14,1
"5099",35,15,1
"5100",33,16,1
"5101",35,14,1
"5102",34,14,1
"5103",34,14,1
"5104",34,14,1
"5105",30,14,1
"5106",37,14,1
"5107",36,14,1
"5108",37,15,1
"5109",37,14,1
"5110",29,14,1
"5111",22,13,1
"5112",30,14,1
"5113",33,14,1
"5114",36,13,1
"5115",37,14,1
"5116",37,14,1
"5117",36,14,1
"5118",37,14,1
"5119",37,14,1
"5120",37,14,1
"5121",36,14,1
"5122",36,13,1
"5123",37,14,1
"5124",34,14,1
"5125",37,14,1
"5126",37,14,1
"5127",37,15,1
"5128",37,14,1
"5129",37,14,1
"5130",37,14,1
"5131",35,14,1
"5132",34,14,1
"5133",30,14,1
"5134",34,14,1
"5135",35,14,1
"5136",37,14,1
"5137",36,14,1
"5138",37,14,1
"5139",36,14,1
"5140",36,14,1
"5141",37,14,1
"5142",32,14,1
"5143",37,14,1
"5144",24,14,1
"5145",35,14,1
"5146",37,14,1
"5147",33,14,1
"5148",34,14,1
"5149",37,14,1
"5150",37,14,1
"5151",37,14,1
"5152",37,14,1
"5153",37,14,1
"5154",36,15,1
"5155",37,14,1
"5156",35,15,1
"5157",24,15,1
"5158",33,16,1
"5159",35,14,1
"5160",36,14,1
"5161",35,14,1
"5162",25,14,1
"5163",37,14,1
"5164",36,14,1
"5165",32,14,1
"5166",36,14,1
"5167",35,14,1
"5168",35,14,1
"5169",37,14,1
"5170",37,14,1
"5171",37,14,1
"5172",29,14,1
"5173",31,14,1
"5174",35,14,1
"5175",37,14,1
"5176",22,14,1
"5177",14,14,1
"5178",36,14,1
"5179",37,14,1
"5180",37,17,1
"5181",33,15,1
"5182",37,15,1
"5183",35,15,1
"5184",37,17,1
"5185",37,15,1
"5186",37,15,1
"5187",37,15,1
"5188",34,17,1
"5189",35,16,1
"5190",37,13,1
"5191",35,12,1
"5192",36,13,1
"5193",24,12,1
"5194",37,13,1
"5195",34,13,1
"5196",34,12,1
"5197",36,13,1
"5198",35,13,1
"5199",36,13,1
"5200",35,13,1
"5201",32,13,1
"5202",27,12,1
"5203",34,13,1
"5204",36,13,1
"5205",37,12,1
"5206",36,12,1
"5207",34,13,1
"5208",37,14,1
"5209",19,13,1
"5210",37,13,1
"5211",36,13,1
"5212",37,13,1
"5213",34,13,1
"5214",36,13,1
"5215",31,13,1
"5216",24,12,1
"5217",26,13,1
"5218",37,14,1
"5219",35,13,1
"5220",35,12,1
"5221",35,13,1
"5222",37,13,1
"5223",33,13,1
"5224",27,13,1
"5225",36,13,1
"5226",32,13,1
"5227",36,13,1
"5228",36,13,1
"5229",19,15,1
"5230",31,14,1
"5231",36,14,1
"5232",37,14,1
"5233",34,13,1
"5234",36,13,1
"5235",37,14,1
"5236",35,13,1
"5237",36,13,1
"5238",37,13,1
"5239",35,14,1
"5240",34,13,1
"5241",36,13,1
"5242",35,13,1
"5243",37,13,1
"5244",37,13,1
"5245",37,13,1
"5246",34,13,1
"5247",33,13,1
"5248",37,13,1
"5249",30,14,1
"5250",37,12,1
"5251",37,13,1
"5252",37,13,1
"5253",36,14,1
"5254",37,13,1
"5255",36,14,1
"5256",37,13,1
"5257",26,13,1
"5258",37,14,1
"5259",37,13,1
"5260",32,14,1
"5261",36,16,1
"5262",37,14,1
"5263",37,14,1
"5264",37,13,1
"5265",30,14,1
"5266",18,13,1
"5267",37,14,1
"5268",37,16,1
"5269",34,14,1
"5270",37,14,1
"5271",37,13,1
"5272",34,14,1
"5273",28,13,1
"5274",31,14,1
"5275",37,14,1
"5276",37,14,1
"5277",27,13,1
"5278",37,14,1
"5279",31,13,1
"5280",37,13,1
"5281",37,14,1
"5282",25,13,1
"5283",36,14,1
"5284",35,14,1
"5285",36,14,1
"5286",37,14,1
"5287",29,12,1
"5288",36,14,1
"5289",36,16,1
"5290",36,14,1
"5291",36,13,1
"5292",37,14,1
"5293",36,14,1
"5294",37,14,1
"5295",37,13,1
"5296",37,14,1
"5297",34,13,1
"5298",37,14,1
"5299",37,14,1
"5300",35,13,1
"5301",32,15,1
"5302",31,12,1
"5303",36,12,1
"5304",36,12,1
"5305",37,12,1
"5306",37,13,1
"5307",35,12,1
"5308",36,12,1
"5309",36,12,1
"5310",30,12,1
"5311",24,12,1
"5312",34,12,1
"5313",37,13,1
"5314",32,13,1
"5315",34,12,1
"5316",36,13,1
"5317",36,12,1
"5318",37,12,1
"5319",33,12,1
"5320",36,12,1
"5321",36,12,1
"5322",35,12,1
"5323",31,12,1
"5324",32,12,1
"5325",34,12,1
"5326",35,12,1
"5327",37,13,1
"5328",37,12,1
"5329",36,12,1
"5330",36,12,1
"5331",37,12,1
"5332",35,12,1
"5333",36,12,1
"5334",35,12,1
"5335",37,12,1
"5336",36,12,1
"5337",37,12,1
"5338",22,13,1
"5339",37,16,1
"5340",33,13,1
"5341",32,12,1
"5342",36,13,1
"5343",37,13,1
"5344",35,12,1
"5345",18,13,1
"5346",37,13,1
"5347",33,12,1
"5348",29,12,1
"5349",36,12,1
"5350",36,12,1
"5351",35,13,1
"5352",34,13,1
"5353",37,12,1
"5354",12,12,1
"5355",37,13,1
"5356",37,13,1
"5357",32,13,1
"5358",35,13,1
"5359",35,12,1
"5360",37,12,1
"5361",36,12,1
"5362",36,12,1
"5363",37,12,1
"5364",34,13,1
"5365",35,13,1
"5366",37,13,1
"5367",37,12,1
"5368",37,13,1
"5369",34,13,1
"5370",36,13,1
"5371",33,13,1
"5372",35,13,1
"5373",36,13,1
"5374",36,13,1
"5375",36,13,1
"5376",36,13,1
"5377",33,12,1
"5378",37,12,1
"5379",33,12,1
"5380",37,13,1
"5381",37,13,1
"5382",36,13,1
"5383",15,13,1
"5384",34,13,1
"5385",36,13,1
"5386",35,13,1
"5387",37,12,1
"5388",37,13,1
"5389",36,13,1
"5390",37,13,1
"5391",27,13,1
"5392",37,14,1
"5393",37,13,1
"5394",37,12,1
"5395",36,13,1
"5396",36,13,1
"5397",37,14,1
"5398",31,12,1
"5399",32,13,1
"5400",36,12,1
"5401",36,13,1
"5402",34,13,1
"5403",35,13,1
"5404",37,12,1
"5405",37,13,1
"5406",28,13,1
"5407",36,12,1
"5408",33,13,1
"5409",37,12,1
"5410",36,12,1
"5411",33,12,1
"5412",35,12,1
"5413",36,13,1
"5414",37,12,1
"5415",37,13,1
"5416",36,12,1
"5417",37,11,1
"5418",34,11,1
"5419",28,11,1
"5420",35,11,1
"5421",35,11,1
"5422",36,11,1
"5423",37,12,1
"5424",35,11,1
"5425",34,11,1
"5426",37,12,1
"5427",36,11,1
"5428",37,11,1
"5429",34,11,1
"5430",37,11,1
"5431",37,15,1
"5432",36,13,1
"5433",36,13,1
"5434",35,12,1
"5435",37,12,1
"5436",37,12,1
"5437",37,14,1
"5438",35,12,1
"5439",36,12,1
"5440",33,15,1
"5441",35,12,1
"5442",34,15,1
"5443",36,14,1
"5444",31,14,1
"5445",37,15,1
"5446",36,15,1
"5447",34,14,1
"5448",34,14,1
"5449",36,14,1
"5450",36,14,1
"5451",36,13,1
"5452",34,14,1
"5453",37,14,1
"5454",37,13,1
"5455",37,13,1
"5456",37,13,1
"5457",31,13,1
"5458",37,13,1
"5459",34,13,1
"5460",31,13,1
"5461",31,12,1
"5462",33,12,1
"5463",37,12,1
"5464",36,12,1
"5465",37,12,1
"5466",37,12,1
"5467",13,12,1
"5468",32,12,1
"5469",37,13,1
"5470",37,12,1
"5471",37,12,1
"5472",36,12,1
"5473",33,12,1
"5474",35,12,1
"5475",28,12,1
"5476",27,14,1
"5477",36,12,1
"5478",36,13,1
"5479",36,13,1
"5480",36,12,1
"5481",37,15,1
"5482",37,16,1
"5483",37,16,1
"5484",36,16,1
"5485",32,16,1
"5486",36,15,1
"5487",36,16,1
"5488",36,15,1
"5489",37,16,1
"5490",27,15,1
"5491",37,16,1
"5492",36,15,1
"5493",37,16,1
"5494",31,17,1
"5495",28,16,1
"5496",37,15,1
"5497",37,15,1
"5498",37,15,1
"5499",33,16,1
"5500",37,15,1
"5501",37,16,1
"5502",35,15,1
"5503",37,16,1
"5504",37,15,1
"5505",37,16,1
"5506",36,16,1
"5507",37,16,1
"5508",37,16,1
"5509",37,10,1
"5510",37,10,1
"5511",30,12,1
"5512",31,11,1
"5513",37,10,1
"5514",37,10,1
"5515",37,10,1
"5516",37,10,1
"5517",34,11,1
"5518",35,11,1
"5520",33,11,1
"5521",11,10,1
"5522",35,9,1
"5523",36,11,1
"5524",35,11,1
"5525",37,11,1
"5526",36,12,1
"5527",37,11,1
"5528",34,11,1
"5529",37,10,1
"5530",33,10,1
"5531",34,10,1
"5532",36,10,1
"5533",37,10,1
"5534",34,10,1
"5535",33,10,1
"5536",37,11,1
"5537",37,10,1
"5538",36,10,1
"5539",33,11,1
"5540",34,11,1
"5541",37,12,1
"5542",37,11,1
"5543",36,11,1
"5544",35,11,1
"5545",37,12,1
"5546",36,11,1
"5547",33,10,1
"5548",24,11,1
"5549",34,12,1
"5550",34,11,1
"5551",37,11,1
"5552",37,11,1
"5553",28,11,1
"5554",34,10,1
"5555",33,12,1
"5556",32,10,1
"5557",35,11,1
"5558",37,10,1
"5559",35,11,1
"5560",35,11,1
"5561",31,11,1
"5562",36,11,1
"5563",35,10,1
"5564",30,11,1
"5565",34,11,1
"5566",37,12,1
"5567",26,10,1
"5568",36,11,1
"5569",37,10,1
"5570",34,11,1
"5571",36,12,1
"5572",30,11,1
"5573",36,11,1
"5574",36,11,1
"5575",37,11,1
"5576",37,11,1
"5577",37,11,1
"5578",35,12,1
"5579",35,11,1
"5580",37,11,1
"5581",36,11,1
"5582",36,11,1
"5583",37,12,1
"5584",37,11,1
"5585",37,11,1
"5586",34,11,1
"5587",36,11,1
"5588",36,12,1
"5589",31,11,1
"5590",37,13,1
"5591",34,12,1
"5592",37,12,1
"5593",37,12,1
"5594",36,12,1
"5595",30,10,1
"5596",36,9,1
"5597",37,10,1
"5599",35,9,1
"5600",35,10,1
"5602",36,10,1
"5603",35,8,1
"5604",37,12,1
"5605",28,9,1
"5606",37,10,1
"5607",37,10,1
"5608",37,10,1
"5609",37,11,1
"5610",37,10,1
"5611",37,10,1
"5612",21,10,1
"5613",37,10,1
"5614",35,9,1
"5615",32,9,1
"5616",36,10,1
"5617",37,10,1
"5618",36,10,1
"5619",35,10,1
"5620",36,10,1
"5621",21,9,1
"5622",36,9,1
"5623",36,10,1
"5624",37,10,1
"5625",36,10,1
"5626",34,10,1
"5627",35,11,1
"5628",37,10,1
"5629",36,10,1
"5630",36,10,1
"5632",36,11,1
"5633",35,10,1
"5634",37,11,1
"5635",33,12,1
"5636",36,9,1
"5637",35,11,1
"5638",36,11,1
"5639",35,10,1
"5640",33,10,1
"5642",36,11,1
"5643",37,10,1
"5644",36,10,1
"5645",37,10,1
"5646",31,11,1
"5647",33,9,1
"5648",37,10,1
"5649",37,10,1
"5650",35,10,1
"5651",32,11,1
"5652",34,10,1
"5655",37,11,1
"5656",36,10,1
"5657",31,9,1
"5658",32,9,1
"5659",37,11,1
"5660",36,11,1
"5661",34,9,1
"5662",28,10,1
"5663",36,11,1
"5664",32,10,1
"5665",36,10,1
"5666",28,10,1
"5667",35,11,1
"5668",37,10,1
"5669",34,11,1
"5670",36,9,1
"5671",34,10,1
"5672",37,11,1
"5673",37,11,1
"5674",33,11,1
"5675",37,10,1
"5676",33,10,1
"5677",36,10,1
"5678",37,11,1
"5679",33,11,1
"5680",36,10,1
"5681",35,11,1
"5682",36,11,1
"5684",32,10,1
"5685",36,9,1
"5686",34,10,1
"5687",35,9,1
"5688",37,11,1
"5689",37,10,1
"5690",36,10,1
"5691",37,10,1
"5692",34,10,1
"5693",32,10,1
"5694",34,7,1
"5695",29,8,1
"5697",34,9,1
"5699",35,10,1
"5700",36,9,1
"5701",34,9,1
"5702",35,8,1
"5703",35,9,1
"5704",36,9,1
"5706",36,9,1
"5707",35,8,1
"5709",37,10,1
"5710",36,9,1
"5711",36,9,1
"5712",37,10,1
"5713",36,9,1
"5714",36,10,1
"5716",34,8,1
"5719",32,8,1
"5720",32,8,1
"5722",10,9,1
"5723",37,10,1
"5724",36,9,1
"5725",37,10,1
"5726",30,10,1
"5728",30,7,1
"5729",36,10,1
"5731",33,9,1
"5732",36,9,1
"5733",34,10,1
"5734",27,8,1
"5735",34,9,1
"5736",36,10,1
"5739",36,10,1
"5740",31,9,1
"5741",29,9,1
"5743",36,9,1
"5744",37,10,1
"5745",37,10,1
"5749",36,9,1
"5750",34,9,1
"5751",36,9,1
"5752",37,10,1
"5754",33,9,1
"5755",34,9,1
"5756",36,10,1
"5757",37,10,1
"5758",35,8,1
"5760",34,10,1
"5763",37,10,1
"5764",29,11,1
"5765",33,8,1
"5767",37,10,1
"5768",33,9,1
"5769",35,9,1
"5771",33,10,1
"5772",22,9,1
"5773",29,8,1
"5774",25,9,1
"5777",35,9,1
"5778",37,10,1
"5779",37,10,1
"5780",36,9,1
"5784",12,9,1
"5785",36,9,1
"5787",34,10,1
"5789",29,9,1
"5790",37,10,1
"5791",27,9,1
"5792",27,8,1
"5793",36,9,1
"5794",37,10,1
"5796",36,10,1
"5801",37,10,1
"5802",35,11,1
"5803",37,10,1
"5804",34,10,1
"5805",36,10,1
"5811",32,6,1
"5813",32,7,1
"5817",31,6,1
"5819",33,7,1
"5820",33,6,1
"5826",37,11,1
"5842",10,4,1
"5852",34,7,1
"5853",16,7,1
"5855",32,7,1
"5867",28,6,1
"5868",28,6,1
"5871",31,6,1
"5873",28,5,1
"5875",32,5,1
"5877",32,5,1
"5879",20,7,1
"5882",32,9,1
"5885",32,5,1
"5886",35,8,1
"5892",34,9,1
"5898",34,7,1
"5903",33,7,1
"5907",35,8,1
"5908",35,8,1
"5911",34,8,1
"5913",34,8,1
"5914",32,8,1
"5915",33,7,1
"5919",34,7,1
"5920",35,8,1
"5922",32,8,1
"5923",34,9,1
"5929",11,6,1
"5930",27,8,1
"5931",34,7,1
"5936",14,8,1
"5940",33,6,1
"5941",32,8,1
"5947",35,8,1
"5948",31,7,1
"5950",25,7,1
"5951",34,8,1
"5952",34,7,1
"5956",30,8,1
"5957",27,8,1
"5959",32,7,1
"5963",36,10,1
"5964",9,6,1
"5965",33,7,1
"5966",16,7,1
"5969",31,7,1
"5975",33,8,1
"5977",33,9,1
"5978",35,9,1
"5983",35,8,1
"5984",31,6,1
"5985",32,5,1
"5988",31,5,1
"5991",31,4,1
"5998",21,6,1
"6002",26,6,1
"6004",33,6,1
"6006",27,5,1
"6013",17,5,1
"6014",21,6,1
"6018",32,6,1
"6019",22,5,1
"6020",36,11,1
"6021",32,8,1
"6023",20,6,1
"6025",31,5,1
"6030",33,6,1
"6034",35,8,1
"6036",30,6,1
"6037",18,5,1
"6045",29,6,1
"6046",34,7,1
"6051",35,8,1
"6052",33,6,1
"6054",32,5,1
"6056",23,5,1
"6058",34,7,1
"6065",34,7,1
"6070",31,6,1
"6074",26,5,1
"6076",34,7,1
"6078",34,7,1
"6081",32,5,1
"6083",33,6,1
"6090",27,5,1
"6094",31,5,1
"6097",30,6,1
"6104",33,6,1
"6105",35,8,1
"6107",35,8,1
"6113",30,8,1
"6120",18,5,1
"6121",33,6,1
"6123",33,6,1
"6124",35,8,1
"6125",35,8,1
"6129",32,5,1
"6144",32,5,1
"6146",21,6,1
"6148",26,7,1
"6149",32,5,1
"6159",13,6,1
"6161",32,8,1
"6164",31,8,1
"6170",35,8,1
"6175",32,7,1
"6177",32,5,1
"6181",6,6,1
"6185",35,8,1
"6190",32,6,1
"6191",9,5,1
"6197",32,7,1
"6198",30,7,1
"6201",25,8,1
"6212",32,5,1
"6214",34,8,1
"6217",32,7,1
"6218",24,4,1
"6219",21,7,1
"6227",30,6,1
"6228",7,4,1
"6230",23,5,1
"6232",31,5,1
"6233",33,7,1
"6241",32,7,1
"6245",31,4,1
"6255",29,6,1
"6263",33,6,1
"6266",31,5,1
"6271",34,7,1
"6276",33,7,1
"6277",16,7,1
"6278",34,7,1
"6279",34,7,1
"6280",34,7,1
"6284",23,6,1
"6286",32,7,1
"6291",33,9,1
"6296",24,9,1
"6300",31,8,1
"6304",10,8,1
"6305",32,8,1
"6313",35,8,1
"6315",34,8,1
"6316",36,9,1
"6317",35,9,1
"6319",36,9,1
"6320",36,11,1
"6321",36,10,1
"6322",34,9,1
"6323",22,11,1
"6325",32,9,1
"6326",34,9,1
"6327",37,10,1
"6329",35,10,1
"6330",35,10,1
"6332",37,10,1
"6334",32,8,1
"6335",35,9,1
"6337",36,9,1
"6338",31,9,1
"6340",37,10,1
"6342",23,7,1
"6344",35,9,1
"6350",25,4,1
"6351",30,4,1
"6356",31,4,1
"6357",29,4,1
"6365",36,12,1
"6366",37,10,1
"6368",4,4,1
"6369",17,9,1
"6375",31,4,1
"6382",6,5,1
"6390",31,4,1
"6394",8,4,1
"6404",31,6,1
"6405",29,6,1
"6410",33,6,1
"6413",30,6,1
"6414",36,9,1
"6415",35,8,1
"6418",34,8,1
"6419",31,7,1
"6420",34,9,1
"6421",27,7,1
"6424",35,8,1
"6426",33,8,1
"6429",36,9,1
"6431",35,8,1
"6434",33,7,1
"6436",35,8,1
"6437",34,9,1
"6439",36,9,1
"6441",33,7,1
"6443",33,7,1
"6445",11,6,1
"6450",33,6,1
"6460",22,5,1
"6462",27,5,1
"6465",25,7,1
"6466",29,4,1
"6475",32,7,1
"6484",26,4,1
"6497",19,4,1
"6504",37,10,1
"6511",10,4,1
"6516",37,10,1
"6518",35,10,1
"6520",29,5,1
"6522",32,5,1
"6524",29,5,1
"6525",6,5,1
"6528",32,5,1
"6547",33,6,1
"6560",30,5,1
"6568",37,10,1
"6569",31,4,1
"6575",23,4,1
"6576",24,6,1
"6579",14,5,1
"6580",31,6,1
"6584",26,6,1
"6586",36,30,1
"6587",35,27,1
"6588",35,30,1
"6589",37,32,1
"6590",37,31,1
"6591",36,32,1
"6592",34,30,1
"6593",37,27,1
"6594",34,31,1
"6595",37,28,1
"6596",37,28,1
"6597",35,30,1
"6598",37,32,1
"6599",35,28,1
"6600",37,30,1
"6601",37,30,1
"6602",37,27,1
"6603",37,28,1
"6604",30,30,1
"6605",36,31,1
"6606",33,31,1
"6607",37,29,1
"6608",37,28,1
"6609",37,32,1
"6610",37,28,1
"6611",37,33,1
"6612",36,32,1
"6613",33,32,1
"6614",37,32,1
"6615",32,27,1
"6616",36,31,1
"6617",36,31,1
"6618",35,29,1
"6619",37,28,1
"6620",34,27,1
"6621",35,29,1
"6622",37,32,1
"6623",37,29,1
"6624",37,28,1
"6625",37,27,1
"6626",33,27,1
"6627",32,28,1
"6628",33,27,1
"6629",32,32,1
"6630",36,28,1
"6631",33,31,1
"6632",34,28,1
"6633",32,32,1
"6634",36,32,1
"6635",37,29,1
"6636",36,32,1
"6637",36,32,1
"6638",32,29,1
"6639",36,33,1
"6640",37,30,1
"6641",32,32,1
"6642",35,31,1
"6643",37,29,1
"6644",35,29,1
"6645",37,30,1
"6646",36,30,1
"6647",37,29,1
"6648",37,32,1
"6649",33,29,1
"6650",37,28,1
"6651",37,28,1
"6652",37,29,1
"6653",37,29,1
"6654",37,31,1
"6655",37,29,1
"6656",36,29,1
"6657",34,30,1
"6658",34,30,1
"6659",37,29,1
"6660",37,27,1
"6661",37,30,1
"6662",37,30,1
"6663",36,32,1
"6664",36,32,1
"6665",36,28,1
"6666",34,28,1
"6667",35,32,1
"6668",37,27,1
"6669",35,29,1
"6670",30,27,1
"6671",37,27,1
"6672",32,32,1
"6673",35,29,1
"6674",36,33,1
"6675",37,32,1
"6676",37,29,1
"6677",37,32,1
"6678",34,33,1
"6679",36,32,1
"6680",28,27,1
"6681",32,30,1
"6682",37,33,1
"6683",35,33,1
"6684",37,33,1
"6685",32,32,1
"6686",35,31,1
"6687",35,32,1
"6688",35,29,1
"6689",36,33,1
"6690",37,30,1
"6691",35,30,1
"6692",37,32,1
"6693",33,30,1
"6694",33,30,1
"6695",30,29,1
"6696",37,31,1
"6697",36,33,1
"6698",33,28,1
"6699",36,30,1
"6700",35,28,1
"6701",36,29,1
"6702",33,31,1
"6703",36,31,1
"6704",37,30,1
"6705",37,30,1
"6706",34,28,1
"6707",37,28,1
"6708",35,31,1
"6709",35,28,1
"6710",37,30,1
"6711",36,28,1
"6712",34,30,1
"6713",37,30,1
"6714",37,33,1
"6715",37,28,1
"6716",33,33,1
"6717",37,28,1
"6718",37,31,1
"6719",37,28,1
"6720",36,29,1
"6721",37,29,1
"6722",36,33,1
"6723",35,32,1
"6724",32,32,1
"6725",36,32,1
"6726",37,32,1
"6727",37,32,1
"6728",35,31,1
"6729",32,30,1
"6730",32,27,1
"6731",37,27,1
"6732",36,29,1
"6733",37,29,1
"6734",37,29,1
"6735",32,29,1
"6736",36,28,1
"6737",37,28,1
"6738",37,27,1
"6739",33,28,1
"6740",36,28,1
"6741",34,29,1
"6742",36,29,1
"6743",35,29,1
"6744",36,27,1
"6745",32,29,1
"6746",33,29,1
"6747",34,28,1
"6748",36,27,1
"6749",37,29,1
"6750",32,27,1
"6751",37,28,1
"6752",36,28,1
"6753",37,29,1
"6754",37,30,1
"6755",32,28,1
"6756",31,29,1
"6757",33,29,1
"6758",37,28,1
"6759",36,29,1
"6760",37,27,1
"6761",30,29,1
"6762",36,29,1
"6763",29,28,1
"6764",33,28,1
"6765",35,28,1
"6766",36,30,1
"6767",35,31,1
"6768",37,31,1
"6769",37,29,1
"6770",37,30,1
"6771",37,31,1
"6772",35,30,1
"6773",37,30,1
"6774",37,28,1
"6775",37,30,1
"6776",32,30,1
"6777",36,30,1
"6778",37,26,1
"6779",34,31,1
"6780",32,30,1
"6781",37,27,1
"6782",28,28,1
"6783",35,30,1
"6784",36,30,1
"6785",34,32,1
"6786",37,31,1
"6787",36,31,1
"6788",37,30,1
"6789",31,30,1
"6790",37,30,1
"6791",37,31,1
"6792",32,31,1
"6793",36,27,1
"6794",36,30,1
"6795",31,29,1
"6796",37,31,1
"6797",32,30,1
"6798",33,30,1
"6799",37,31,1
"6800",32,29,1
"6801",37,29,1
"6802",37,31,1
"6803",37,30,1
"6804",36,29,1
"6805",37,29,1
"6806",31,30,1
"6807",37,30,1
"6808",34,27,1
"6809",37,27,1
"6810",37,29,1
"6811",34,27,1
"6812",31,30,1
"6813",33,31,1
"6814",33,30,1
"6815",37,29,1
"6816",36,30,1
"6817",36,29,1
"6818",35,29,1
"6819",37,29,1
"6820",34,27,1
"6821",35,29,1
"6822",37,33,1
"6823",35,33,1
"6824",36,29,1
"6825",37,32,1
"6826",37,27,1
"6827",35,29,1
"6828",37,30,1
"6829",37,30,1
"6830",37,27,1
"6831",29,28,1
"6832",37,32,1
"6833",35,26,1
"6834",35,27,1
"6835",36,30,1
"6836",33,31,1
"6837",37,30,1
"6838",36,32,1
"6839",29,27,1
"6840",32,26,1
"6841",33,26,1
"6842",33,26,1
"6843",32,26,1
"6844",34,26,1
"6845",35,26,1
"6846",36,26,1
"6847",34,26,1
"6848",35,27,1
"6849",35,26,1
"6850",31,26,1
"6851",37,26,1
"6852",34,27,1
"6853",34,26,1
"6854",37,26,1
"6855",33,26,1
"6856",35,26,1
"6857",36,26,1
"6858",29,26,1
"6859",35,26,1
"6860",37,28,1
"6861",37,27,1
"6862",34,27,1
"6863",37,27,1
"6864",30,26,1
"6865",36,27,1
"6866",37,27,1
"6867",29,27,1
"6868",36,26,1
"6869",36,28,1
"6870",32,27,1
"6871",29,27,1
"6872",31,27,1
"6873",35,27,1
"6874",29,26,1
"6875",37,32,1
"6876",36,33,1
"6877",37,30,1
"6878",35,32,1
"6879",37,32,1
"6880",36,33,1
"6881",34,29,1
"6882",34,29,1
"6883",35,28,1
"6884",35,30,1
"6885",28,27,1
"6886",36,27,1
"6887",37,27,1
"6888",37,28,1
"6889",34,28,1
"6890",35,28,1
"6891",37,28,1
"6892",37,27,1
"6893",34,27,1
"6894",28,27,1
"6895",32,27,1
"6896",36,28,1
"6897",37,27,1
"6898",35,27,1
"6899",34,28,1
"6900",37,28,1
"6901",36,27,1
"6902",31,27,1
"6903",37,28,1
"6904",36,27,1
"6905",32,28,1
"6906",37,28,1
"6907",34,27,1
"6908",37,28,1
"6909",35,28,1
"6910",36,28,1
"6911",37,28,1
"6912",36,28,1
"6913",36,28,1
"6914",34,28,1
"6915",34,28,1
"6916",32,29,1
"6917",35,29,1
"6918",36,28,1
"6919",36,28,1
"6920",37,28,1
"6921",36,28,1
"6922",35,28,1
"6923",37,28,1
"6924",37,29,1
"6925",37,28,1
"6926",37,27,1
"6927",37,28,1
"6928",36,28,1
"6929",36,28,1
"6930",29,27,1
"6931",28,28,1
"6932",33,28,1
"6933",37,28,1
"6934",37,28,1
"6935",30,28,1
"6936",37,28,1
"6937",31,28,1
"6938",32,28,1
"6939",37,27,1
"6940",35,27,1
"6941",33,27,1
"6942",37,28,1
"6943",37,28,1
"6944",36,28,1
"6945",34,24,1
"6946",37,24,1
"6947",37,24,1
"6948",36,24,1
"6949",37,24,1
"6950",35,24,1
"6951",35,24,1
"6952",30,24,1
"6953",37,24,1
"6954",36,24,1
"6955",37,24,1
"6956",35,25,1
"6957",35,24,1
"6958",28,25,1
"6959",37,25,1
"6960",37,24,1
"6961",35,25,1
"6962",32,25,1
"6963",37,25,1
"6964",37,25,1
"6965",37,24,1
"6966",32,25,1
"6967",34,25,1
"6968",35,24,1
"6969",37,25,1
"6970",37,25,1
"6971",37,24,1
"6972",34,24,1
"6973",37,24,1
