"","Zi","Yi","Di"
"875",37,32,1
"876",37,32,1
"877",36,32,1
"878",37,32,1
"879",37,32,1
"880",37,32,1
"881",34,32,1
"882",37,32,1
"883",36,33,1
"884",37,33,1
"885",34,33,1
"886",36,30,1
"887",32,27,1
"888",37,27,1
"889",33,29,1
"890",33,28,1
"891",37,29,1
"892",34,29,1
"893",37,28,1
"894",35,29,1
"895",37,28,1
"896",37,28,1
"897",33,29,1
"898",37,29,1
"899",32,27,1
"900",37,28,1
"901",34,28,1
"902",37,28,1
"903",36,28,1
"904",36,28,1
"905",33,28,1
"906",35,28,1
"907",35,28,1
"908",37,27,1
"909",36,29,1
"910",34,28,1
"911",34,28,1
"912",37,28,1
"913",37,28,1
"914",35,28,1
"915",37,29,1
"916",37,30,1
"917",36,30,1
"918",34,30,1
"919",36,29,1
"920",37,29,1
"921",29,28,1
"922",37,28,1
"923",37,27,1
"924",36,28,1
"925",37,30,1
"926",37,29,1
"927",37,29,1
"928",34,29,1
"929",35,29,1
"930",29,29,1
"931",37,28,1
"932",33,29,1
"933",34,29,1
"934",37,29,1
"935",34,27,1
"936",36,29,1
"937",36,31,1
"938",35,28,1
"939",36,31,1
"940",36,30,1
"941",34,30,1
"942",37,30,1
"943",37,29,1
"944",37,28,1
"945",35,29,1
"946",37,27,1
"947",37,27,1
"948",35,30,1
"949",36,27,1
"950",37,30,1
"951",35,29,1
"952",37,30,1
"953",37,30,1
"954",31,31,1
"955",30,27,1
"956",37,30,1
"957",35,28,1
"958",33,29,1
"959",37,28,1
"960",36,30,1
"961",33,31,1
"962",32,28,1
"963",36,27,1
"964",37,31,1
"965",37,29,1
"966",36,31,1
"967",32,31,1
"968",36,31,1
"969",34,30,1
"970",37,29,1
"971",32,27,1
"972",37,29,1
"973",37,31,1
"974",29,29,1
"975",37,31,1
"976",37,30,1
"977",37,30,1
"978",37,27,1
"979",37,29,1
"980",32,30,1
"981",30,30,1
"982",30,29,1
"983",31,29,1
"984",37,29,1
"985",37,28,1
"986",36,29,1
"987",37,30,1
"988",34,30,1
"989",32,31,1
"990",37,27,1
"991",37,28,1
"992",36,29,1
"993",37,30,1
"994",37,25,1
"995",37,26,1
"996",37,25,1
"997",31,25,1
"998",30,26,1
"999",34,25,1
"1000",36,25,1
"1001",37,25,1
"1002",33,25,1
"1003",36,25,1
"1004",34,24,1
"1005",36,25,1
"1006",31,26,1
"1007",29,26,1
"1008",37,26,1
"1009",37,26,1
"1010",37,26,1
"1011",34,26,1
"1012",31,27,1
"1013",37,26,1
"1014",33,26,1
"1015",36,27,1
"1016",35,27,1
"1017",36,25,1
"1018",35,26,1
"1019",37,25,1
"1020",36,25,1
"1021",33,26,1
"1022",34,26,1
"1023",37,26,1
"1024",27,25,1
"1025",35,25,1
"1026",37,26,1
"1027",32,29,1
"1028",36,28,1
"1029",34,29,1
"1030",29,29,1
"1031",33,26,1
"1032",37,26,1
"1033",37,26,1
"1034",35,26,1
"1035",30,26,1
"1036",26,26,1
"1037",36,27,1
"1038",37,26,1
"1039",36,26,1
"1040",33,26,1
"1041",36,26,1
"1042",37,26,1
"1043",36,28,1
"1044",37,26,1
"1045",37,27,1
"1046",35,27,1
"1047",37,27,1
"1048",28,27,1
"1049",34,28,1
"1050",37,27,1
"1051",37,27,1
"1052",36,27,1
"1053",31,27,1
"1054",35,26,1
"1055",34,26,1
"1056",36,27,1
"1057",30,27,1
"1058",37,27,1
"1059",34,27,1
"1060",37,26,1
"1061",37,27,1
"1062",35,32,1
"1063",37,33,1
"1064",33,30,1
"1065",37,32,1
"1066",37,33,1
"1067",37,29,1
"1068",30,29,1
"1069",34,28,1
"1070",36,28,1
"1071",37,28,1
"1072",37,27,1
"1073",31,28,1
"1074",35,27,1
"1075",37,27,1
"1076",37,28,1
"1077",37,27,1
"1078",36,27,1
"1079",37,28,1
"1080",36,27,1
"1081",37,28,1
"1082",37,28,1
"1083",34,28,1
"1084",35,27,1
"1085",34,27,1
"1086",37,27,1
"1087",37,28,1
"1088",37,27,1
"1089",31,27,1
"1090",37,28,1
"1091",37,27,1
"1092",37,27,1
"1093",37,27,1
"1094",36,27,1
"1095",37,23,1
"1096",37,23,1
"1097",37,23,1
"1098",37,23,1
"1099",36,23,1
"1100",23,23,1
"1101",37,23,1
"1102",34,23,1
"1103",35,23,1
"1104",36,24,1
"1105",35,22,1
"1106",33,23,1
"1107",33,22,1
"1108",27,23,1
"1109",37,22,1
"1110",36,24,1
"1111",37,23,1
"1112",36,24,1
"1113",37,22,1
"1114",35,22,1
"1115",34,22,1
"1116",34,22,1
"1117",31,24,1
"1118",37,23,1
"1119",29,23,1
"1120",32,23,1
"1121",37,24,1
"1122",33,23,1
"1123",35,24,1
"1124",36,24,1
"1125",36,24,1
"1126",28,24,1
"1127",36,24,1
"1128",37,24,1
"1129",37,24,1
"1130",31,24,1
"1131",35,24,1
"1132",36,24,1
"1133",37,23,1
"1134",37,24,1
"1135",37,24,1
"1136",35,24,1
"1137",35,23,1
"1138",35,23,1
"1139",36,23,1
"1140",37,23,1
"1141",31,24,1
"1142",36,24,1
"1143",35,24,1
"1144",29,24,1
"1145",35,24,1
"1146",36,24,1
"1147",37,24,1
"1148",36,24,1
"1149",27,24,1
"1150",25,24,1
"1151",33,24,1
"1152",33,24,1
"1153",35,24,1
"1154",28,24,1
"1155",35,25,1
"1156",36,24,1
"1157",37,24,1
"1158",37,24,1
"1159",37,25,1
"1160",33,25,1
"1161",30,25,1
"1162",33,24,1
"1163",35,24,1
"1164",28,25,1
"1165",37,25,1
"1166",36,24,1
"1167",29,24,1
"1168",36,25,1
"1169",37,24,1
"1170",34,24,1
"1171",37,24,1
"1172",35,25,1
"1173",36,24,1
"1174",36,24,1
"1175",33,27,1
"1176",37,27,1
"1177",26,25,1
"1178",35,26,1
"1179",37,24,1
"1180",37,24,1
"1181",29,24,1
"1182",36,24,1
"1183",36,24,1
"1184",36,25,1
"1185",37,25,1
"1186",26,25,1
"1187",37,25,1
"1188",37,25,1
"1189",23,20,1
"1190",37,21,1
"1191",35,19,1
"1192",36,21,1
"1193",36,21,1
"1194",37,21,1
"1195",30,20,1
"1196",36,21,1
"1197",37,21,1
"1198",34,21,1
"1199",37,21,1
"1200",24,21,1
"1201",37,21,1
"1202",35,20,1
"1203",35,19,1
"1204",37,20,1
"1205",37,21,1
"1206",32,21,1
"1207",37,20,1
"1208",34,21,1
"1209",34,21,1
"1210",37,21,1
"1211",34,21,1
"1212",37,20,1
"1213",37,20,1
"1214",31,21,1
"1215",36,21,1
"1216",21,21,1
"1217",33,20,1
"1218",32,21,1
"1219",27,22,1
"1220",37,21,1
"1221",37,22,1
"1222",34,22,1
"1223",34,21,1
"1224",37,21,1
"1225",37,21,1
"1226",37,21,1
"1227",37,21,1
"1228",29,21,1
"1229",37,21,1
"1230",35,21,1
"1231",37,22,1
"1232",32,21,1
"1233",37,21,1
"1234",30,21,1
"1235",37,21,1
"1236",37,21,1
"1237",36,21,1
"1238",35,21,1
"1239",30,22,1
"1240",37,21,1
"1241",30,21,1
"1242",33,20,1
"1243",37,20,1
"1244",34,21,1
"1245",34,21,1
"1246",37,22,1
"1247",31,21,1
"1248",28,21,1
"1249",37,20,1
"1250",34,21,1
"1251",37,22,1
"1252",35,21,1
"1253",31,22,1
"1254",24,22,1
"1255",35,22,1
"1256",35,19,1
"1257",37,22,1
"1258",33,20,1
"1259",33,20,1
"1260",33,20,1
"1261",37,21,1
"1262",35,21,1
"1263",36,22,1
"1264",36,22,1
"1265",35,22,1
"1266",34,22,1
"1267",35,22,1
"1268",35,22,1
"1269",31,21,1
"1270",35,22,1
"1271",35,22,1
"1272",33,21,1
"1273",36,21,1
"1274",37,21,1
"1275",36,21,1
"1276",37,21,1
"1277",33,21,1
"1278",36,22,1
"1279",34,22,1
"1280",34,22,1
"1281",37,22,1
"1282",36,22,1
"1283",33,22,1
"1284",36,21,1
"1285",33,21,1
"1286",34,21,1
"1287",36,22,1
"1288",37,22,1
"1289",31,21,1
"1290",37,20,1
"1291",37,21,1
"1292",36,22,1
"1293",34,21,1
"1294",35,22,1
"1295",35,22,1
"1296",25,22,1
"1297",37,22,1
"1298",36,23,1
"1299",32,22,1
"1300",36,21,1
"1301",36,21,1
"1302",34,22,1
"1303",32,22,1
"1304",35,22,1
"1305",37,22,1
"1306",34,20,1
"1307",36,23,1
"1308",37,22,1
"1309",35,21,1
"1310",26,22,1
"1311",35,22,1
"1312",37,21,1
"1313",33,21,1
"1314",36,20,1
"1315",33,20,1
"1316",36,22,1
"1317",32,22,1
"1318",36,23,1
"1319",37,22,1
"1320",37,23,1
"1321",35,22,1
"1322",37,23,1
"1323",35,22,1
"1324",37,23,1
"1325",37,23,1
"1326",36,23,1
"1327",36,22,1
"1328",37,23,1
"1329",23,22,1
"1330",30,22,1
"1331",35,22,1
"1332",37,22,1
"1333",35,22,1
"1334",36,22,1
"1335",34,22,1
"1336",35,22,1
"1337",35,22,1
"1338",36,22,1
"1339",37,23,1
"1340",37,22,1
"1341",37,22,1
"1342",36,22,1
"1343",37,23,1
"1344",34,23,1
"1345",36,23,1
"1346",32,23,1
"1347",35,21,1
"1348",35,22,1
"1349",37,23,1
"1350",36,22,1
"1351",37,22,1
"1352",36,23,1
"1353",29,22,1
"1354",25,22,1
"1355",37,23,1
"1356",36,23,1
"1357",37,23,1
"1358",34,23,1
"1359",33,23,1
"1360",37,25,1
"1361",35,22,1
"1362",37,21,1
"1363",31,24,1
"1364",37,22,1
"1365",23,22,1
"1366",37,22,1
"1367",27,22,1
"1368",37,23,1
"1369",36,23,1
"1370",36,20,1
"1371",37,20,1
"1372",37,23,1
"1373",35,23,1
"1374",31,20,1
"1375",35,20,1
"1376",36,23,1
"1377",36,22,1
"1378",37,22,1
"1379",37,20,1
"1380",33,24,1
"1381",32,22,1
"1382",34,23,1
"1383",37,23,1
"1384",33,24,1
"1385",35,19,1
"1386",32,19,1
"1387",34,19,1
"1388",37,19,1
"1389",36,19,1
"1390",32,19,1
"1391",36,19,1
"1392",36,19,1
"1393",35,19,1
"1394",35,19,1
"1395",35,19,1
"1396",37,19,1
"1397",35,19,1
"1398",33,19,1
"1399",34,19,1
"1400",36,19,1
"1401",35,20,1
"1402",37,20,1
"1403",32,19,1
"1404",33,19,1
"1405",37,20,1
"1406",36,19,1
"1407",25,19,1
"1408",34,19,1
"1409",37,19,1
"1410",37,23,1
"1411",34,20,1
"1412",36,20,1
"1413",37,19,1
"1414",29,19,1
"1415",36,19,1
"1416",36,19,1
"1417",36,19,1
"1418",33,19,1
"1419",35,19,1
"1420",37,23,1
"1421",33,19,1
"1422",36,19,1
"1423",34,19,1
"1424",32,20,1
"1425",35,19,1
"1426",24,20,1
"1427",36,19,1
"1428",37,20,1
"1429",29,20,1
"1430",36,24,1
"1431",35,19,1
"1432",35,19,1
"1433",27,20,1
"1434",26,20,1
"1435",32,20,1
"1436",37,20,1
"1437",27,23,1
"1438",33,19,1
"1439",34,19,1
"1440",36,20,1
"1441",33,19,1
"1442",37,20,1
"1443",36,20,1
"1444",36,20,1
"1445",35,20,1
"1446",37,20,1
"1447",36,20,1
"1448",37,25,1
"1449",37,20,1
"1450",32,20,1
"1451",29,19,1
"1452",34,20,1
"1453",24,20,1
"1454",37,20,1
"1455",36,20,1
"1456",36,20,1
"1457",34,21,1
"1458",37,19,1
"1459",37,19,1
"1460",37,19,1
"1461",37,20,1
"1462",36,20,1
"1463",37,20,1
"1464",33,20,1
"1465",36,20,1
"1466",37,20,1
"1467",36,20,1
"1468",30,19,1
"1469",37,20,1
"1470",27,21,1
"1471",33,21,1
"1472",36,19,1
"1473",36,20,1
"1474",36,21,1
"1475",35,19,1
"1476",35,20,1
"1477",31,20,1
"1478",36,20,1
"1479",36,20,1
"1480",37,20,1
"1481",29,21,1
"1482",36,21,1
"1483",37,20,1
"1484",34,20,1
"1485",37,21,1
"1486",36,21,1
"1487",31,21,1
"1488",37,21,1
"1489",37,17,1
"1490",37,17,1
"1491",32,17,1
"1492",36,17,1
"1493",37,17,1
"1494",36,17,1
"1495",33,17,1
"1496",36,17,1
"1497",37,17,1
"1498",36,17,1
"1499",35,17,1
"1500",31,17,1
"1501",34,17,1
"1502",37,17,1
"1503",36,17,1
"1504",36,17,1
"1505",30,17,1
"1506",24,17,1
"1507",35,18,1
"1508",35,18,1
"1509",37,18,1
"1510",32,18,1
"1511",36,18,1
"1512",37,18,1
"1513",32,18,1
"1514",37,18,1
"1515",36,18,1
"1516",37,18,1
"1517",37,18,1
"1518",23,18,1
"1519",30,18,1
"1520",34,18,1
"1521",33,18,1
"1522",29,18,1
"1523",37,18,1
"1524",36,18,1
"1525",36,18,1
"1526",36,17,1
"1527",37,18,1
"1528",34,18,1
"1529",36,17,1
"1530",34,17,1
"1531",37,18,1
"1532",32,18,1
"1533",35,24,1
"1534",37,18,1
"1535",36,19,1
"1536",37,18,1
"1537",31,18,1
"1538",37,18,1
"1539",31,18,1
"1540",31,18,1
"1541",37,18,1
"1542",37,18,1
"1543",37,19,1
"1544",37,18,1
"1545",31,18,1
"1546",35,18,1
"1547",30,18,1
"1548",36,19,1
"1549",37,19,1
"1550",31,18,1
"1551",35,19,1
"1552",32,19,1
"1553",34,19,1
"1554",35,18,1
"1555",37,19,1
"1556",37,19,1
"1557",35,19,1
"1558",36,18,1
"1559",32,19,1
"1560",31,19,1
"1561",35,19,1
"1562",34,18,1
"1563",32,19,1
"1564",37,18,1
"1565",36,18,1
"1566",30,18,1
"1567",37,18,1
"1568",34,18,1
"1569",37,19,1
"1570",36,18,1
"1571",35,19,1
"1572",35,19,1
"1573",37,20,1
"1574",36,19,1
"1575",35,19,1
"1576",31,19,1
"1577",25,19,1
"1578",30,19,1
"1579",20,19,1
"1580",37,19,1
"1581",28,19,1
"1582",37,19,1
"1583",36,19,1
"1584",37,19,1
"1585",35,19,1
"1586",35,17,1
"1587",36,16,1
"1588",36,17,1
"1589",37,17,1
"1590",35,17,1
"1591",23,17,1
"1592",18,17,1
"1593",35,17,1
"1594",37,16,1
"1595",35,17,1
"1596",35,17,1
"1597",37,17,1
"1598",37,17,1
"1599",36,17,1
"1600",36,16,1
"1601",34,17,1
"1602",37,17,1
"1603",35,17,1
"1604",36,16,1
"1605",35,16,1
"1606",37,17,1
"1607",37,17,1
"1608",37,17,1
"1609",36,17,1
"1610",32,16,1
"1611",35,16,1
"1612",37,16,1
"1613",37,21,1
"1614",37,21,1
"1615",36,20,1
"1616",36,21,1
"1617",21,20,1
"1618",37,20,1
"1619",33,20,1
"1620",33,20,1
"1621",37,20,1
"1622",37,20,1
"1623",37,19,1
"1624",36,19,1
"1625",36,19,1
"1626",36,18,1
"1627",35,17,1
"1628",36,17,1
"1629",36,17,1
"1630",37,17,1
"1631",37,17,1
"1632",36,17,1
"1633",36,17,1
"1634",37,17,1
"1635",37,17,1
"1636",37,17,1
"1637",35,17,1
"1638",33,17,1
"1639",36,17,1
"1640",37,17,1
"1641",36,17,1
"1642",36,17,1
"1643",36,17,1
"1644",37,17,1
"1645",36,17,1
"1646",37,17,1
"1647",37,23,1
"1648",36,17,1
"1649",37,17,1
"1650",37,23,1
"1651",37,22,1
"1652",37,22,1
"1653",37,21,1
"1654",33,21,1
"1655",34,21,1
"1656",31,17,1
"1657",36,18,1
"1658",36,17,1
"1659",35,17,1
"1660",28,18,1
"1661",23,18,1
"1662",34,17,1
"1663",35,17,1
"1664",33,17,1
"1665",37,17,1
"1666",36,17,1
"1667",36,17,1
"1668",33,17,1
"1669",37,17,1
"1670",35,17,1
"1671",37,17,1
"1672",36,18,1
"1673",32,17,1
"1674",34,17,1
"1675",33,17,1
"1676",37,17,1
"1677",28,17,1
"1678",35,17,1
"1679",34,17,1
"1680",37,17,1
"1681",36,17,1
"1682",35,17,1
"1683",37,18,1
"1684",36,17,1
"1685",36,18,1
"1686",37,17,1
"1687",35,17,1
"1688",37,16,1
"1689",31,17,1
"1690",37,17,1
"1691",35,17,1
"1692",35,17,1
"1693",37,17,1
"1694",37,17,1
"1695",37,17,1
"1696",34,17,1
"1697",33,17,1
"1698",34,18,1
"1699",37,18,1
"1700",37,17,1
"1701",24,18,1
"1702",33,17,1
"1703",37,18,1
"1704",34,17,1
"1705",37,18,1
"1706",36,18,1
"1707",37,17,1
"1708",32,17,1
"1709",35,18,1
"1710",36,17,1
"1711",37,18,1
"1712",35,17,1
"1713",35,17,1
"1714",30,17,1
"1715",36,17,1
"1716",37,17,1
"1717",36,17,1
"1718",34,18,1
"1719",31,17,1
"1720",34,17,1
"1721",31,17,1
"1722",33,16,1
"1723",37,16,1
"1724",35,16,1
"1725",29,16,1
"1726",36,16,1
"1727",35,17,1
"1728",37,16,1
"1729",35,16,1
"1730",17,16,1
"1731",36,16,1
"1732",37,16,1
"1733",35,17,1
"1734",30,16,1
"1735",33,17,1
"1736",37,16,1
"1737",37,16,1
"1738",33,16,1
"1739",37,16,1
"1740",37,16,1
"1741",37,16,1
"1742",36,16,1
"1743",35,16,1
"1744",19,16,1
"1745",37,16,1
"1746",36,16,1
"1747",36,16,1
"1748",37,17,1
"1749",37,16,1
"1750",19,16,1
"1751",32,16,1
"1752",37,17,1
"1753",34,16,1
"1754",37,17,1
"1755",35,16,1
"1756",28,16,1
"1757",37,16,1
"1758",30,16,1
"1759",37,17,1
"1760",35,17,1
"1761",37,16,1
"1762",34,16,1
"1763",37,16,1
"1764",30,17,1
"1765",36,16,1
"1766",33,16,1
"1767",37,16,1
"1768",33,16,1
"1769",36,16,1
"1770",37,16,1
"1771",37,16,1
"1772",37,16,1
"1773",36,16,1
"1774",28,16,1
"1775",36,16,1
"1776",37,16,1
"1777",37,16,1
"1778",33,16,1
"1779",35,17,1
"1780",35,16,1
"1781",35,16,1
"1782",36,16,1
"1783",37,16,1
"1784",34,17,1
"1785",36,16,1
"1786",32,16,1
"1787",23,16,1
"1788",37,17,1
"1789",37,16,1
"1790",37,16,1
"1791",37,16,1
"1792",36,16,1
"1793",36,16,1
"1794",37,15,1
"1795",36,15,1
"1796",37,16,1
"1797",37,15,1
"1798",37,15,1
"1799",37,16,1
"1800",37,15,1
"1801",37,15,1
"1802",35,15,1
"1803",34,15,1
"1804",34,15,1
"1805",36,15,1
"1806",37,15,1
"1807",35,16,1
"1808",37,16,1
"1809",37,15,1
"1810",37,15,1
"1811",35,15,1
"1812",36,15,1
"1813",30,15,1
"1814",37,16,1
"1815",37,15,1
"1816",34,15,1
"1817",37,16,1
"1818",32,15,1
"1819",34,15,1
"1820",33,15,1
"1821",32,15,1
"1822",37,16,1
"1823",34,15,1
"1824",35,15,1
"1825",37,16,1
"1826",32,15,1
"1827",36,15,1
"1828",35,15,1
"1829",37,15,1
"1830",37,15,1
"1831",35,16,1
"1832",34,16,1
"1833",36,15,1
"1834",37,16,1
"1835",36,16,1
"1836",36,15,1
"1837",34,15,1
"1838",37,15,1
"1839",37,15,1
"1840",35,15,1
"1841",33,15,1
"1842",34,15,1
"1843",22,15,1
"1844",32,15,1
"1845",35,15,1
"1846",34,16,1
"1847",36,16,1
"1848",36,16,1
"1849",36,16,1
"1850",25,16,1
"1851",37,16,1
"1852",34,16,1
"1853",35,16,1
"1854",37,17,1
"1855",34,16,1
"1856",37,16,1
"1857",30,16,1
"1858",35,15,1
"1859",37,16,1
"1860",29,16,1
"1861",37,16,1
"1862",35,16,1
"1863",37,16,1
"1864",37,16,1
"1865",37,15,1
"1866",37,16,1
"1867",37,16,1
"1868",37,16,1
"1869",33,16,1
"1870",37,16,1
"1871",35,17,1
"1872",35,18,1
"1873",37,18,1
"1874",29,16,1
"1875",36,16,1
"1876",37,16,1
"1877",36,16,1
"1878",37,16,1
"1879",37,16,1
"1880",36,16,1
"1881",28,16,1
"1882",36,16,1
"1883",37,16,1
"1884",36,16,1
"1885",37,16,1
"1886",36,16,1
"1887",32,16,1
"1888",37,16,1
"1889",35,16,1
"1890",37,16,1
"1891",37,16,1
"1892",33,16,1
"1893",37,16,1
"1894",34,16,1
"1895",37,16,1
"1896",26,16,1
"1897",36,16,1
"1898",34,16,1
"1899",37,15,1
"1900",37,16,1
"1901",37,14,1
"1902",37,15,1
"1903",34,14,1
"1904",35,14,1
"1905",37,14,1
"1906",37,15,1
"1907",35,15,1
"1908",34,15,1
"1909",36,15,1
"1910",34,15,1
"1911",35,14,1
"1912",34,15,1
"1913",37,15,1
"1914",36,15,1
"1915",33,15,1
"1916",31,15,1
"1917",37,15,1
"1918",37,15,1
"1919",37,15,1
"1920",36,15,1
"1921",37,15,1
"1922",36,15,1
"1923",28,15,1
"1924",37,15,1
"1925",35,15,1
"1926",34,15,1
"1927",37,15,1
"1928",37,17,1
"1929",37,15,1
"1930",24,15,1
"1931",34,17,1
"1932",37,16,1
"1933",37,15,1
"1934",24,16,1
"1935",36,16,1
"1936",37,18,1
"1937",32,18,1
"1938",23,16,1
"1939",35,16,1
"1940",36,17,1
"1941",34,17,1
"1942",37,15,1
