"","Zi","Yi","Di"
"586",21,19,1
"587",24,16,1
"588",25,16,1
"589",20,16,1
"590",24,15,1
"591",24,18,1
"592",25,15,1
"593",21,15,1
"594",25,16,1
"595",25,15,1
"596",21,15,1
"597",24,16,1
"598",24,15,1
"599",16,14,1
"600",14,13,1
"601",24,14,1
"602",24,12,1
"603",24,12,1
"604",25,11,1
"605",20,11,1
"606",24,11,1
"607",25,11,1
"608",18,8,1
"609",25,9,1
"610",25,10,1
"611",24,7,1
"612",25,6,1
"613",23,5,1
"614",24,4,1
"615",25,5,1
"616",25,4,1
"617",25,6,1
"618",25,5,1
"619",25,6,1
"620",25,7,1
"621",25,6,1
"622",25,21,1
"623",25,21,1
"624",21,20,1
"625",24,21,1
"626",24,19,1
"627",25,19,1
"628",25,20,1
"629",21,20,1
"630",25,17,1
"631",25,17,1
"632",23,17,1
"633",25,18,1
"634",25,17,1
"635",24,17,1
"636",24,19,1
"637",25,18,1
"638",21,17,1
"639",24,18,1
"640",25,18,1
"641",25,18,1
"642",18,18,1
"643",25,16,1
"644",18,16,1
"645",21,16,1
"646",24,17,1
"647",18,16,1
"648",23,15,1
"649",23,15,1
"650",17,16,1
"651",25,16,1
"652",22,15,1
"653",25,15,1
"654",18,14,1
"655",25,15,1
"656",16,14,1
"657",25,7,1
"658",24,8,1
"659",25,13,1
"660",24,13,1
"661",25,12,1
"662",17,13,1
"663",25,11,1
"664",25,11,1
"665",25,11,1
"666",24,9,1
"667",20,10,1
"668",24,9,1
"669",24,8,1
"670",25,7,1
"671",25,4,1
"672",25,5,1
"673",25,4,1
"674",25,4,1
"675",24,6,1
"676",25,5,1
"677",19,5,1
"678",25,9,1
"679",24,4,1
"680",25,18,1
"681",20,19,1
"682",24,18,1
"683",25,19,1
"684",25,20,1
"685",25,19,1
"686",24,20,1
"687",25,21,1
"688",25,17,1
"689",21,17,1
"690",24,17,1
"691",24,17,1
"692",21,18,1
"693",25,17,1
"694",23,18,1
"695",24,18,1
"696",23,20,1
"697",23,18,1
"698",21,17,1
"699",25,16,1
"700",25,16,1
"701",25,14,1
"702",24,14,1
"703",25,15,1
"704",23,16,1
"705",25,16,1
"706",24,16,1
"707",25,13,1
"708",23,12,1
"709",24,13,1
"710",14,12,1
"711",25,16,1
"712",23,16,1
"713",24,10,1
"714",25,11,1
"715",24,10,1
"716",25,8,1
"717",22,9,1
"718",10,9,1
"719",24,8,1
"720",19,6,1
"721",25,8,1
"722",21,7,1
"723",10,5,1
"724",25,5,1
"725",25,4,1
"726",25,4,1
"727",25,4,1
"728",23,4,1
"729",24,17,1
"730",24,17,1
"731",25,18,1
"732",24,17,1
"733",23,18,1
"734",23,19,1
"735",25,19,1
"736",21,20,1
"737",25,21,1
"738",25,20,1
"739",20,20,1
"740",20,20,1
"741",23,20,1
"742",24,20,1
"743",25,19,1
"744",22,21,1
"745",25,20,1
"746",25,21,1
"747",23,16,1
"748",17,16,1
"749",25,19,1
"750",25,18,1
"751",23,21,1
"752",22,16,1
"753",16,16,1
"754",22,15,1
"755",22,15,1
"756",24,16,1
"757",19,16,1
"758",25,16,1
"759",24,16,1
"760",24,15,1
"761",24,14,1
"762",23,14,1
"763",24,16,1
"764",18,12,1
"765",25,12,1
"766",25,13,1
"767",24,11,1
"768",25,10,1
"769",25,8,1
"770",23,10,1
"771",24,8,1
"772",25,9,1
"773",24,5,1
"774",24,6,1
"775",19,7,1
"776",23,8,1
"777",25,4,1
"778",7,5,1
"779",25,6,1
"780",25,10,1
"781",23,4,1
"782",25,4,1
"783",25,21,1
"784",24,21,1
"785",25,20,1
"786",25,20,1
"787",25,21,1
"788",25,20,1
"789",23,18,1
"790",25,19,1
"791",22,21,1
"792",25,20,1
"793",25,20,1
"794",25,20,1
"795",25,21,1
"796",17,17,1
"797",17,17,1
"798",18,16,1
"799",25,16,1
"800",21,16,1
"801",25,16,1
"802",25,15,1
"803",25,17,1
"804",24,15,1
"805",25,14,1
"806",19,14,1
"807",25,17,1
"808",23,14,1
"809",25,13,1
"810",25,14,1
"811",23,14,1
"812",22,11,1
"813",17,12,1
"814",24,5,1
"815",24,9,1
"816",24,9,1
"817",12,6,1
"818",21,5,1
"819",22,4,1
"820",23,7,1
"821",25,10,1
"822",24,9,1
"823",19,7,1
"824",25,20,1
"825",25,20,1
"826",25,21,1
"827",25,20,1
"828",24,18,1
"829",25,19,1
"830",25,19,1
"831",23,20,1
"832",24,18,1
"833",22,18,1
"834",25,18,1
"835",23,19,1
"836",19,19,1
"837",24,19,1
"838",25,19,1
"839",21,19,1
"840",19,18,1
"841",25,17,1
"842",24,17,1
"843",25,18,1
"844",25,17,1
"845",20,17,1
"846",22,16,1
"847",23,16,1
"848",24,16,1
"849",25,15,1
"850",20,16,1
"851",21,14,1
"852",23,17,1
"853",23,14,1
"854",24,14,1
"855",20,14,1
"856",24,13,1
"857",24,14,1
"858",15,12,1
"859",20,11,1
"860",24,11,1
"861",21,11,1
"862",23,10,1
"863",12,11,1
"864",14,10,1
"865",25,11,1
"866",25,10,1
