"","Zi","Yi","Di"
"586",29,6,1
"593",36,30,1
"594",35,35,1
"595",38,35,1
"596",40,39,1
"597",38,34,1
"598",31,30,1
"599",43,26,1
"600",39,26,1
"601",40,26,1
"602",43,39,1
"603",40,40,1
"606",43,16,1
"607",42,15,1
"612",26,13,1
"614",36,10,1
"617",29,9,1
"6",34,7,0
"7",33,6,0
"8",32,5,0
"9",32,5,0
"10",35,8,0
"11",32,5,0
"12",31,4,0
"27",41,14,0
"29",39,12,0
"30",40,13,0
"31",38,11,0
"33",37,10,0
"35",33,6,0
"36",34,7,0
"37",32,5,0
"38",35,8,0
"40",31,4,0
"41",31,4,0
"43",31,4,0
"44",32,5,0
"46",34,7,0
"47",32,5,0
"48",32,5,0
"49",38,11,0
"50",31,4,0
"52",35,8,0
"53",36,9,0
"55",34,7,0
"69",40,13,0
"70",40,13,0
"71",37,10,0
"72",38,11,0
"73",36,9,0
"74",35,8,0
"77",34,7,0
"78",34,7,0
"79",34,7,0
"80",31,4,0
"81",32,5,0
"82",32,5,0
"83",31,4,0
"84",31,4,0
"85",32,5,0
"86",35,8,0
"87",32,5,0
"88",31,4,0
"89",32,5,0
"90",32,5,0
"100",41,14,0
"101",41,14,0
"106",41,14,0
"107",39,12,0
"108",40,13,0
"109",37,10,0
"111",37,10,0
"113",35,8,0
"115",34,7,0
"116",32,5,0
"117",33,6,0
"118",34,7,0
"119",34,7,0
"120",34,7,0
"121",31,4,0
"122",33,6,0
"123",35,8,0
"124",32,5,0
"125",32,5,0
"126",33,6,0
"127",31,4,0
"141",41,14,0
"142",40,13,0
"143",37,10,0
"144",37,10,0
"146",32,5,0
"147",35,8,0
"148",34,7,0
"149",33,6,0
"150",32,5,0
"151",34,7,0
"153",32,5,0
"155",31,4,0
"156",33,6,0
"157",37,10,0
"158",31,4,0
"160",32,5,0
"161",35,8,0
"164",32,5,0
"165",32,5,0
"166",34,7,0
"178",41,14,0
"179",38,11,0
"180",39,12,0
"181",38,11,0
"183",37,10,0
"184",36,9,0
"185",35,8,0
"186",36,9,0
"187",36,9,0
"188",35,8,0
"189",32,5,0
"190",31,4,0
"191",31,4,0
"192",34,7,0
"193",34,7,0
"194",31,4,0
"195",32,5,0
"196",33,6,0
"197",32,5,0
"198",34,7,0
"199",35,8,0
"200",34,7,0
"201",32,5,0
"202",32,5,0
"203",32,5,0
"204",31,4,0
"205",32,5,0
"208",31,4,0
"211",40,13,0
"220",41,14,0
"222",36,9,0
"223",37,10,0
"224",35,8,0
"227",35,8,0
"228",32,5,0
"229",32,5,0
"230",32,5,0
"231",33,6,0
"232",33,6,0
"233",35,8,0
"234",34,7,0
"235",31,4,0
"236",31,4,0
"237",31,4,0
"238",34,7,0
"239",35,8,0
"241",31,4,0
"242",31,4,0
"243",31,4,0
"244",33,6,0
"246",32,5,0
"247",32,5,0
"248",31,4,0
"249",32,5,0
"269",41,14,0
"270",31,4,0
"274",35,8,0
"275",37,10,0
"276",35,8,0
"277",35,8,0
"278",36,9,0
"280",31,4,0
"281",33,6,0
"283",31,4,0
"286",32,5,0
"287",31,4,0
"288",31,4,0
"290",32,5,0
"299",42,15,0
"300",40,13,0
"302",37,10,0
"304",35,8,0
"305",34,7,0
"306",34,7,0
"307",33,6,0
"310",31,4,0
"311",34,7,0
"312",32,5,0
"313",33,6,0
"314",33,6,0
"315",31,4,0
"316",31,4,0
"318",36,9,0
"323",32,5,0
"331",42,15,0
"333",40,13,0
"334",39,12,0
"335",40,13,0
"337",39,12,0
"338",39,12,0
"340",39,12,0
"344",35,8,0
"345",34,7,0
"346",33,6,0
"347",33,6,0
"349",36,9,0
"350",31,4,0
"351",31,4,0
"360",34,7,0
"362",37,10,0
"363",36,9,0
"366",34,7,0
"372",40,13,0
"374",41,14,0
"377",39,12,0
"380",39,12,0
"381",36,9,0
"382",36,9,0
"383",35,8,0
"384",32,5,0
"385",33,6,0
"386",32,5,0
"387",32,5,0
"388",33,6,0
"389",35,8,0
"390",33,6,0
"391",32,5,0
"392",31,4,0
"393",31,4,0
"394",31,4,0
"395",32,5,0
"396",34,7,0
"411",39,12,0
"412",39,12,0
"413",37,10,0
"414",38,11,0
"415",36,9,0
"417",36,9,0
"418",37,10,0
"419",34,7,0
"425",35,8,0
"426",35,8,0
"428",31,4,0
"429",33,6,0
"430",32,5,0
"431",32,5,0
"432",32,5,0
"433",32,5,0
"434",32,5,0
"435",36,9,0
"436",31,4,0
"437",32,5,0
"451",40,13,0
"452",34,7,0
"453",33,6,0
"454",35,8,0
"456",41,14,0
"458",37,10,0
"460",35,8,0
"462",35,8,0
"463",35,8,0
"464",35,8,0
"465",35,8,0
"466",33,6,0
"468",35,8,0
"469",32,5,0
"471",33,6,0
"472",34,7,0
"473",32,5,0
"474",31,4,0
"475",32,5,0
"476",33,6,0
"477",31,4,0
"478",31,4,0
"479",32,5,0
"481",31,4,0
"482",32,5,0
"500",40,13,0
"501",39,12,0
"503",35,8,0
"508",33,6,0
"509",35,8,0
"510",33,6,0
"511",32,5,0
"512",33,6,0
"513",34,7,0
"515",31,4,0
"516",32,5,0
"517",33,6,0
"519",31,4,0
"520",32,5,0
"521",32,5,0
"522",37,10,0
"527",32,5,0
"545",36,9,0
"546",35,8,0
"547",36,9,0
"548",34,7,0
"549",35,8,0
"550",35,8,0
"551",32,5,0
"552",32,5,0
"553",33,6,0
"554",31,4,0
"555",31,4,0
"556",32,5,0
"557",32,5,0
"559",32,5,0
"560",33,6,0
"574",38,11,0
"575",31,4,0
"577",36,9,0
"578",36,9,0
"580",32,5,0
"582",31,4,0
"583",32,5,0
"584",32,5,0
"585",33,6,0
"587",33,6,0
"588",34,7,0
"589",31,4,0
"590",31,4,0
"591",32,5,0
"592",32,5,0
"604",35,8,0
"605",35,8,0
"608",40,13,0
"609",39,12,0
"610",39,12,0
"611",38,11,0
"613",37,10,0
"615",35,8,0
"616",35,8,0
