"","Zi","Yi","Di"
"1104",35,8,0
"1106",34,7,0
"1107",38,11,0
"1110",32,5,0
"1111",33,6,0
"1112",34,7,0
"1113",34,7,0
"1115",38,11,0
"1117",32,5,0
"1118",34,7,0
"1119",37,10,0
"1120",31,4,0
"1123",32,5,0
"1124",37,10,0
"1158",38,11,0
"1160",38,11,0
"1161",37,10,0
"1162",38,11,0
"1163",38,11,0
"1164",38,11,0
"1165",38,11,0
"1166",38,11,0
"1169",38,11,0
"1173",37,10,0
"1174",38,11,0
"1175",38,11,0
"1177",38,11,0
"1180",38,11,0
"1183",38,11,0
"1184",38,11,0
"1185",38,11,0
"1189",38,11,0
"1191",37,10,0
"1192",38,11,0
"1194",38,11,0
"1195",37,10,0
"1198",38,11,0
"1200",36,9,0
"1201",35,8,0
"1202",33,6,0
"1216",32,5,0
"1217",36,9,0
"1218",32,5,0
"1220",38,11,0
"1222",31,4,0
"1223",31,4,0
"1224",38,11,0
"1226",32,5,0
"1227",37,10,0
"1230",31,4,0
"1237",34,7,0
"1238",32,5,0
"1239",32,5,0
"1262",34,7,0
"1264",34,7,0
"1265",35,8,0
"1272",38,11,0
"1275",38,11,0
"1277",38,11,0
"1278",38,11,0
"1281",38,11,0
"1285",38,11,0
"1286",38,11,0
"1288",38,11,0
"1291",38,11,0
"1293",37,10,0
"1294",37,10,0
"1295",38,11,0
"1296",38,11,0
"1298",37,10,0
"1299",38,11,0
"1301",38,11,0
"1306",38,11,0
"1309",38,11,0
"1310",38,11,0
"1317",35,8,0
"1318",32,5,0
"1319",34,7,0
"1320",33,6,0
"1321",32,5,0
"1322",34,7,0
"1323",34,7,0
"1324",32,5,0
"1325",32,5,0
"1327",31,4,0
"1329",31,4,0
"1330",34,7,0
"1331",37,10,0
"1383",38,11,0
"1385",37,10,0
"1386",38,11,0
"1387",38,11,0
"1390",38,11,0
"1391",38,11,0
"1393",38,11,0
"1394",38,11,0
"1398",38,11,0
"1403",38,11,0
"1405",38,11,0
"1406",38,11,0
"1407",38,11,0
"1408",38,11,0
"1409",38,11,0
"1410",37,10,0
"1411",38,11,0
"1413",38,11,0
"1415",39,12,0
"1420",37,10,0
"1421",38,11,0
"1422",38,11,0
"1425",38,11,0
"1426",38,11,0
"1427",38,11,0
"1428",37,10,0
"1429",35,8,0
"1430",38,11,0
"1434",38,11,0
"1435",37,10,0
"1436",34,7,0
"1437",35,8,0
"1438",38,11,0
"1439",34,7,0
"1440",32,5,0
"1442",33,6,0
"1443",32,5,0
"1444",31,4,0
"1446",38,11,0
"1447",38,11,0
"1448",38,11,0
"1449",38,11,0
"1450",31,4,0
"1451",33,6,0
"1452",32,5,0
"1456",34,7,0
"1492",38,11,0
"1493",38,11,0
"1494",38,11,0
"1495",38,11,0
"1500",38,11,0
"1503",37,10,0
"1504",38,11,0
"1505",38,11,0
"1508",38,11,0
"1510",38,11,0
"1514",37,10,0
"1515",38,11,0
"1518",38,11,0
"1523",35,8,0
"1525",38,11,0
"1528",38,11,0
"1530",38,11,0
"1531",38,11,0
"1533",38,11,0
"1534",38,11,0
"1535",37,10,0
"1538",38,11,0
"1541",38,11,0
"1542",38,11,0
"1544",38,11,0
"1545",38,11,0
"1546",38,11,0
"1547",35,8,0
"1550",34,7,0
"1551",35,8,0
"1552",33,6,0
"1554",33,6,0
"1555",32,5,0
"1556",32,5,0
"1558",31,4,0
"1559",31,4,0
"1560",33,6,0
"1561",34,7,0
"1563",32,5,0
"1565",38,11,0
"1566",37,10,0
"1567",31,4,0
"1568",32,5,0
"1605",38,11,0
"1606",38,11,0
"1607",38,11,0
"1608",38,11,0
"1609",38,11,0
"1610",38,11,0
"1612",38,11,0
"1614",38,11,0
"1616",38,11,0
"1617",37,10,0
"1618",37,10,0
"1623",38,11,0
"1624",38,11,0
"1626",37,10,0
"1628",38,11,0
"1630",38,11,0
"1632",38,11,0
"1634",38,11,0
"1637",38,11,0
"1639",38,11,0
"1641",38,11,0
"1643",38,11,0
"1644",38,11,0
"1650",38,11,0
"1655",37,10,0
"1656",37,10,0
"1657",37,10,0
"1659",37,10,0
"1660",38,11,0
"1663",37,10,0
"1665",32,5,0
"1666",31,4,0
"1667",38,11,0
"1668",35,8,0
"1669",36,9,0
"1670",36,9,0
"1671",37,10,0
"1672",37,10,0
"1673",38,11,0
"1675",34,7,0
"1676",32,5,0
"1677",38,11,0
"1678",33,6,0
"1680",31,4,0
"1681",34,7,0
"1682",31,4,0
"1683",38,11,0
"1684",37,10,0
"1686",38,11,0
"1687",31,4,0
"1689",31,4,0
"1693",34,7,0
"1723",32,5,0
"1724",31,4,0
"1725",35,8,0
"1731",39,12,0
"1732",38,11,0
"1733",38,11,0
"1734",38,11,0
"1735",38,11,0
"1737",38,11,0
"1741",38,11,0
"1744",38,11,0
"1746",38,11,0
"1747",38,11,0
"1750",38,11,0
"1752",37,10,0
"1755",38,11,0
"1756",37,10,0
"1757",38,11,0
"1760",37,10,0
"1761",38,11,0
"1763",36,9,0
"1764",38,11,0
"1767",38,11,0
"1768",38,11,0
"1769",37,10,0
"1771",37,10,0
"1772",37,10,0
"1775",34,7,0
