"","Zi","Yi","Di"
"290",37,11,1
"292",36,11,1
"293",37,11,1
"294",37,11,1
"298",38,11,1
"299",36,11,1
"300",28,10,1
"303",35,11,1
"304",39,11,1
"305",32,11,1
"308",36,11,1
"310",32,9,1
"313",31,11,1
"314",12,11,1
"316",33,11,1
"317",18,11,1
"320",32,9,1
"321",34,11,1
"324",36,11,1
"329",25,4,1
"331",20,5,1
"334",31,7,1
"339",16,11,1
"342",16,4,1
"344",36,36,1
"345",40,35,1
"346",39,33,1
"348",29,29,1
"349",39,31,1
"350",39,32,1
"351",36,36,1
"352",38,34,1
"353",40,35,1
"354",40,35,1
"355",40,34,1
"356",38,34,1
"357",34,34,1
"358",40,34,1
"359",39,36,1
"360",33,30,1
"361",36,36,1
"362",37,36,1
"363",34,32,1
"364",36,34,1
"365",40,33,1
"366",40,33,1
"367",39,33,1
"368",40,32,1
"369",36,35,1
"370",38,28,1
"371",37,28,1
"372",40,31,1
"373",38,31,1
"374",37,33,1
"375",39,22,1
"376",40,17,1
"377",40,17,1
"378",40,15,1
"379",39,15,1
"380",40,14,1
"381",40,13,1
"382",26,13,1
"383",36,11,1
"388",35,11,1
"389",34,11,1
"390",37,10,1
"391",36,11,1
"393",38,11,1
"394",33,11,1
"395",37,11,1
"396",35,11,1
"398",34,11,1
"399",37,11,1
"400",35,11,1
"404",15,9,1
"406",35,10,1
"407",35,11,1
"411",32,11,1
"412",38,11,1
"413",36,11,1
"418",36,10,1
"419",35,11,1
"424",27,11,1
"440",40,35,1
"441",38,34,1
"442",38,36,1
"443",39,35,1
"444",40,33,1
"445",37,34,1
"446",40,36,1
"447",39,34,1
"450",40,13,1
"451",40,33,1
"452",34,34,1
"453",32,32,1
"454",40,30,1
"455",40,34,1
"456",34,33,1
"457",33,32,1
"458",39,33,1
"459",35,34,1
"460",35,29,1
"461",36,35,1
"462",38,29,1
"463",38,30,1
"464",37,29,1
"465",38,32,1
"466",40,30,1
"467",37,32,1
"468",31,31,1
"469",36,29,1
"470",36,35,1
"471",28,20,1
"472",40,19,1
"473",38,19,1
"474",32,17,1
"475",39,18,1
"476",40,17,1
"477",40,15,1
"478",34,15,1
"479",39,14,1
"480",23,11,1
"481",33,11,1
"484",32,11,1
"485",34,11,1
"490",35,11,1
"492",30,10,1
"495",12,11,1
"496",33,11,1
"501",37,10,1
"502",36,11,1
"505",38,11,1
"508",34,11,1
"510",36,11,1
"511",34,10,1
"512",32,11,1
"514",33,11,1
"515",32,9,1
"518",36,11,1
"521",38,11,1
"523",35,11,1
"526",33,11,1
"527",38,11,1
"535",24,9,1
"536",28,9,1
"538",35,11,1
"539",29,8,1
"540",35,8,1
"541",28,8,1
"544",30,4,1
"549",32,5,1
"552",28,7,1
"559",28,11,1
"563",40,36,1
"564",39,35,1
"565",37,33,1
"566",40,34,1
"567",37,33,1
"568",34,33,1
"571",40,34,1
"572",40,13,1
"573",40,34,1
"574",39,29,1
"575",40,33,1
"576",36,36,1
"577",40,32,1
"578",40,35,1
"579",40,35,1
"580",40,35,1
"581",35,35,1
"582",40,31,1
"583",40,35,1
"584",39,35,1
"585",35,31,1
"586",40,33,1
"587",36,30,1
"588",38,32,1
"589",40,35,1
"590",35,28,1
"591",39,26,1
"592",37,30,1
"593",29,23,1
"594",39,23,1
"595",25,18,1
"596",38,13,1
"597",39,23,1
"598",15,15,1
"601",34,11,1
"602",38,11,1
"605",31,11,1
"609",34,11,1
"612",33,10,1
"617",34,11,1
"618",22,11,1
"619",37,10,1
"620",38,11,1
"622",36,12,1
"625",33,9,1
"626",26,10,1
"627",36,10,1
"629",35,11,1
"630",37,11,1
"633",34,10,1
"636",36,11,1
"640",35,11,1
"641",36,10,1
"644",35,11,1
"647",38,11,1
"649",37,11,1
"659",19,7,1
"661",33,11,1
"662",37,11,1
"663",25,11,1
"665",17,4,1
"666",37,11,1
"668",34,10,1
"669",36,34,1
"670",40,33,1
"671",37,34,1
"672",40,33,1
"674",34,27,1
"675",40,32,1
"676",40,31,1
"677",40,30,1
"678",39,33,1
"679",40,33,1
"680",37,33,1
"681",38,32,1
"682",37,30,1
"683",40,34,1
"684",39,32,1
"685",39,35,1
"686",37,34,1
"687",39,32,1
"688",39,35,1
"689",40,32,1
"690",37,33,1
"691",40,32,1
"692",39,34,1
"693",40,30,1
"694",36,33,1
"695",35,35,1
"696",40,34,1
"697",39,33,1
"698",40,35,1
"699",35,27,1
"700",35,29,1
"701",40,29,1
"702",34,30,1
"703",39,33,1
"704",33,31,1
"705",39,27,1
"706",35,34,1
"707",40,22,1
"708",38,19,1
"709",38,18,1
"710",38,16,1
"711",36,16,1
"712",34,17,1
"713",33,15,1
"714",40,14,1
"716",17,11,1
"717",35,11,1
"718",31,11,1
"719",22,11,1
"720",37,11,1
"723",36,11,1
"725",33,11,1
"726",34,11,1
"727",34,11,1
"728",36,11,1
"729",34,11,1
"731",35,11,1
"735",35,11,1
"736",36,11,1
"738",37,11,1
"739",36,11,1
"741",34,11,1
"743",36,11,1
"744",34,11,1
"745",36,10,1
"749",35,10,1
"750",18,11,1
"751",35,10,1
"752",38,11,1
"753",37,11,1
"754",33,10,1
"757",28,11,1
"760",24,10,1
"761",36,11,1
"762",30,10,1
"765",25,8,1
"766",33,8,1
"769",10,6,1
"774",12,4,1
"778",20,4,1
"779",22,11,1
"780",36,9,1
"781",36,11,1
"782",34,11,1
"786",39,34,1
"787",40,33,1
"790",38,36,1
"791",34,8,1
"792",40,36,1
"793",35,35,1
"794",40,30,1
"795",32,31,1
"796",36,31,1
"797",40,31,1
"798",37,31,1
"799",39,33,1
"800",40,33,1
"801",39,31,1
"802",39,33,1
"803",40,34,1
"804",35,34,1
"805",40,36,1
"806",38,31,1
"807",40,31,1
"808",35,32,1
"809",40,28,1
"810",40,28,1
"811",38,28,1
"812",36,28,1
"813",40,20,1
"814",27,16,1
"815",40,16,1
"816",40,14,1
"817",38,14,1
"818",39,13,1
"819",27,13,1
"820",39,14,1
"821",28,13,1
"823",38,11,1
"824",34,12,1
"825",39,12,1
"827",39,12,1
"828",36,11,1
"830",12,11,1
"833",31,11,1
"835",31,11,1
"838",36,11,1
"839",39,12,1
"840",38,11,1
"847",39,11,1
"848",37,10,1
"849",35,11,1
"850",33,10,1
"853",37,11,1
"854",37,11,1
"855",36,10,1
"856",38,11,1
"859",37,11,1
"860",36,11,1
"861",35,11,1
"868",35,11,1
"870",29,9,1
"874",34,11,1
"875",36,9,1
"888",40,36,1
"889",40,35,1
"890",35,35,1
"891",39,36,1
"893",14,6,1
"895",38,34,1
"896",36,36,1
"897",27,9,1
"899",36,11,1
"900",32,9,1
"901",36,11,1
"903",38,12,1
"904",35,11,1
"905",39,12,1
"906",36,11,1
"909",24,11,1
"910",35,11,1
"915",36,11,1
"917",27,13,1
"918",40,17,1
"919",40,32,1
"920",35,35,1
"921",36,35,1
"922",39,35,1
"923",37,33,1
"924",39,35,1
"925",39,34,1
"926",40,37,1
"927",37,34,1
"928",40,34,1
"930",38,35,1
"931",34,21,1
"932",40,32,1
"933",36,36,1
"934",36,17,1
"935",31,18,1
"936",39,18,1
"938",36,11,1
"939",38,11,1
"940",33,11,1
"943",33,11,1
"945",36,11,1
"947",35,11,1
"951",35,11,1
"952",31,11,1
"955",35,11,1
"956",36,11,1
"957",39,12,1
"958",38,11,1
"963",35,11,1
"965",33,10,1
"967",24,9,1
"969",34,11,1
"970",34,7,1
"976",35,11,1
"979",13,7,1
"981",28,5,1
"987",40,32,1
"988",39,35,1
"989",37,34,1
"990",39,35,1
"991",36,34,1
"992",40,35,1
"993",37,30,1
"994",40,36,1
"995",39,34,1
"996",40,36,1
"997",38,35,1
"998",39,33,1
"999",39,29,1
"1000",38,30,1
"1001",34,30,1
"1002",33,29,1
"1003",38,30,1
"1004",34,32,1
"1006",36,11,1
"1007",39,35,1
"1008",40,30,1
"1009",30,29,1
"1012",23,7,1
"1014",39,11,1
"1015",37,11,1
"1017",38,11,1
"1019",36,11,1
"1023",35,11,1
"1024",31,11,1
"1026",33,11,1
"1027",40,16,1
"1028",23,17,1
"1029",38,24,1
"1030",39,32,1
"1031",40,32,1
"1032",37,28,1
"1033",40,33,1
"1034",25,24,1
"1035",39,35,1
"1036",32,30,1
"1037",37,28,1
"1038",35,35,1
"1039",38,25,1
"1040",34,21,1
"1041",28,20,1
"1042",40,35,1
"1043",38,34,1
"1044",35,31,1
"1045",40,20,1
"1046",38,20,1
"1047",39,17,1
"1048",37,18,1
"1049",36,14,1
"1050",36,13,1
"1051",38,14,1
"1053",37,12,1
"1054",37,12,1
"1056",38,11,1
"1058",35,11,1
"1059",37,11,1
"1060",38,11,1
"1062",36,11,1
"1063",39,12,1
"1064",34,11,1
"1067",36,11,1
"1068",29,11,1
"1071",37,11,1
"1072",37,11,1
"1073",22,11,1
"1075",36,11,1
"1076",37,11,1
"1078",38,11,1
"1079",36,11,1
"1080",36,10,1
"1084",38,11,1
"1092",34,10,1
"1096",36,11,1
"1098",36,11,1
"1099",35,9,1
"1103",36,9,1
"1105",39,12,1
"1108",25,11,1
"1109",30,11,1
"1114",35,11,1
"1116",19,5,1
"1121",37,36,1
"1122",38,36,1
"1125",39,34,1
"1126",39,36,1
"1127",39,36,1
"1128",40,32,1
"1129",36,35,1
"1130",37,34,1
"1131",39,31,1
"1132",36,35,1
"1133",39,28,1
"1134",34,28,1
"1135",38,30,1
"1136",39,29,1
"1137",35,32,1
"1138",40,32,1
"1139",34,34,1
"1140",40,28,1
"1141",40,28,1
"1142",40,27,1
"1143",39,33,1
"1144",33,32,1
"1145",33,33,1
"1146",40,33,1
"1147",40,32,1
"1148",37,24,1
"1149",39,22,1
"1150",37,36,1
"1151",39,32,1
"1152",40,35,1
"1153",39,19,1
"1154",40,15,1
"1155",40,14,1
"1156",36,11,1
"1157",34,11,1
"1159",34,11,1
"1167",35,11,1
"1168",37,11,1
"1170",32,11,1
"1172",36,11,1
"1176",35,11,1
"1178",36,11,1
"1179",38,11,1
"1181",36,11,1
"1182",37,11,1
"1186",37,11,1
"1187",29,11,1
"1188",37,12,1
"1190",31,8,1
"1193",37,10,1
"1196",35,10,1
"1197",33,11,1
"1199",34,8,1
"1203",34,7,1
"1204",40,29,1
"1205",40,31,1
"1206",38,30,1
"1207",38,33,1
"1208",40,33,1
"1209",40,35,1
"1210",40,35,1
"1211",40,28,1
"1212",40,35,1
"1213",36,30,1
"1214",37,34,1
"1215",39,33,1
"1219",16,8,1
"1221",16,4,1
"1225",7,7,1
"1228",24,6,1
"1229",36,11,1
"1231",39,35,1
"1232",40,36,1
"1233",33,33,1
"1234",38,34,1
"1235",40,36,1
"1236",39,36,1
"1240",32,29,1
"1241",40,29,1
"1242",40,31,1
"1243",38,25,1
"1244",39,32,1
"1245",40,29,1
"1246",37,36,1
"1247",38,28,1
"1248",40,29,1
"1249",40,20,1
"1250",36,35,1
"1251",37,22,1
"1252",32,19,1
"1253",38,19,1
"1254",39,20,1
"1255",31,17,1
"1256",40,17,1
"1257",39,16,1
"1258",29,16,1
"1259",39,16,1
"1260",39,15,1
"1261",38,14,1
"1263",34,11,1
"1266",39,12,1
"1267",35,13,1
"1268",36,11,1
"1269",20,11,1
"1270",34,11,1
"1271",36,11,1
"1273",36,11,1
"1274",36,11,1
"1276",36,11,1
"1279",38,11,1
"1280",36,11,1
"1282",34,11,1
"1283",34,11,1
"1284",37,12,1
"1287",36,11,1
"1289",38,11,1
"1290",37,10,1
"1292",37,11,1
"1297",30,11,1
"1300",36,11,1
"1302",36,11,1
"1303",36,11,1
"1304",37,11,1
"1305",37,11,1
"1307",35,10,1
"1308",36,11,1
"1312",32,9,1
"1313",34,9,1
"1314",31,11,1
"1315",32,9,1
"1316",35,11,1
"1326",36,11,1
"1328",27,5,1
"1332",39,33,1
"1333",39,34,1
"1334",38,35,1
"1335",38,34,1
"1336",37,33,1
"1337",40,35,1
"1338",40,36,1
"1339",35,33,1
"1340",37,36,1
"1341",36,34,1
"1342",40,33,1
"1343",39,29,1
"1344",40,29,1
"1345",40,29,1
"1346",35,29,1
"1347",40,28,1
"1348",40,30,1
"1349",36,35,1
"1350",35,30,1
"1351",40,29,1
"1352",34,31,1
"1353",40,31,1
"1354",36,36,1
"1355",39,30,1
"1356",36,36,1
"1357",34,32,1
"1358",40,32,1
"1359",40,31,1
"1360",39,33,1
"1361",40,31,1
"1362",40,32,1
"1363",40,29,1
"1364",35,34,1
"1365",39,33,1
"1366",40,30,1
"1367",40,29,1
"1368",39,34,1
"1369",36,34,1
"1370",40,28,1
"1371",27,25,1
"1372",31,23,1
"1373",29,21,1
"1374",40,18,1
"1375",39,19,1
"1376",40,17,1
"1377",40,18,1
"1378",39,16,1
"1379",39,17,1
"1380",35,16,1
"1381",22,16,1
"1382",35,10,1
"1384",34,11,1
"1388",34,11,1
"1389",34,11,1
"1392",22,11,1
"1395",28,11,1
"1396",36,10,1
"1397",36,11,1
"1400",30,11,1
"1401",37,11,1
"1402",36,11,1
"1404",32,11,1
"1412",38,11,1
"1414",32,11,1
"1416",35,11,1
"1417",36,11,1
"1418",35,11,1
"1419",29,11,1
"1424",36,11,1
"1431",15,11,1
"1432",11,10,1
"1433",19,10,1
"1441",33,6,1
"1445",19,5,1
"1453",37,33,1
"1454",40,36,1
"1455",40,35,1
"1457",40,30,1
"1458",38,35,1
"1459",36,33,1
"1460",40,33,1
"1461",40,36,1
"1462",39,36,1
"1463",40,36,1
"1464",38,35,1
"1465",40,32,1
"1466",39,32,1
"1467",36,29,1
"1468",40,35,1
"1469",39,32,1
"1470",40,34,1
"1471",40,29,1
"1472",36,29,1
"1473",38,30,1
"1474",40,32,1
"1475",40,32,1
"1476",39,32,1
"1477",40,32,1
"1478",39,34,1
"1479",36,34,1
"1480",37,27,1
"1481",40,28,1
"1482",40,30,1
"1483",39,30,1
"1484",40,30,1
"1485",39,23,1
"1486",40,22,1
"1487",23,21,1
"1488",39,16,1
"1489",39,15,1
"1490",36,14,1
"1491",40,15,1
"1496",37,11,1
"1497",30,11,1
"1498",38,11,1
"1499",37,11,1
"1501",36,11,1
"1502",35,11,1
"1506",33,11,1
"1507",33,11,1
"1509",34,11,1
"1511",36,11,1
"1512",27,11,1
"1513",33,11,1
"1516",35,11,1
"1517",25,11,1
"1519",35,11,1
"1520",35,11,1
"1524",34,10,1
"1526",34,10,1
"1527",34,10,1
"1529",36,10,1
"1532",37,11,1
"1536",37,11,1
"1537",24,11,1
"1539",38,11,1
"1540",35,11,1
"1543",36,11,1
"1548",34,10,1
"1549",37,10,1
"1553",31,5,1
"1557",34,11,1
"1562",29,8,1
"1564",36,11,1
"1569",39,36,1
"1570",38,34,1
"1571",35,29,1
"1572",40,31,1
"1573",40,35,1
"1574",38,32,1
"1575",37,31,1
"1576",40,33,1
"1577",36,34,1
"1578",37,34,1
"1579",40,32,1
"1580",39,33,1
"1581",37,35,1
"1582",39,33,1
"1583",40,28,1
"1584",36,33,1
"1585",37,32,1
"1586",32,32,1
"1587",40,34,1
"1588",34,27,1
"1589",36,36,1
"1590",40,33,1
"1591",40,28,1
"1592",40,23,1
"1593",35,21,1
"1594",40,19,1
"1595",37,18,1
"1596",38,20,1
"1597",38,20,1
"1598",30,18,1
"1599",40,16,1
"1600",36,15,1
"1601",35,14,1
"1602",32,14,1
"1603",39,14,1
"1604",40,14,1
"1611",35,11,1
"1613",35,11,1
"1615",36,11,1
"1619",35,11,1
"1620",31,11,1
"1621",37,10,1
"1622",37,11,1
"1627",36,10,1
"1629",36,12,1
"1631",37,11,1
"1633",34,11,1
"1635",40,14,1
"1636",31,11,1
"1638",36,11,1
"1640",39,11,1
"1642",36,11,1
"1645",35,11,1
"1646",39,11,1
"1647",35,11,1
"1648",35,11,1
"1649",36,11,1
"1651",38,11,1
"1652",36,14,1
"1653",37,11,1
"1654",36,11,1
"1658",36,12,1
"1661",38,11,1
"1662",36,11,1
"1664",34,11,1
"1674",30,8,1
"1679",21,4,1
"1685",29,11,1
"1688",38,36,1
"1690",38,35,1
"1691",36,35,1
"1692",40,34,1
"1694",40,33,1
"1695",39,35,1
"1696",39,34,1
"1697",40,32,1
"1698",40,34,1
"1699",40,36,1
"1700",38,32,1
"1701",40,34,1
"1702",39,33,1
"1703",39,33,1
"1704",40,34,1
"1705",35,35,1
"1706",40,36,1
"1707",39,35,1
"1708",40,31,1
"1709",37,30,1
"1710",39,30,1
"1711",40,35,1
"1712",38,29,1
"1713",36,30,1
"1714",33,25,1
"1715",38,26,1
"1716",38,22,1
"1717",40,19,1
"1718",36,35,1
"1719",6,4,1
"1720",39,36,1
"1721",39,37,1
"1722",32,7,1
"1726",34,16,1
"1727",36,17,1
"1728",40,15,1
"1729",40,13,1
"1730",35,13,1
"1736",36,11,1
"1738",34,11,1
"1739",38,11,1
"1740",23,11,1
"1742",38,11,1
"1743",33,11,1
"1745",25,11,1
"1748",36,10,1
"1749",37,10,1
"1751",36,10,1
"1753",38,11,1
"1754",35,11,1
"1758",27,10,1
"1759",36,10,1
"1762",29,9,1
"1765",38,11,1
"1766",38,11,1
"1770",36,11,1
"1773",22,11,1
"1774",33,9,1
"6",33,6,0
"8",34,7,0
"9",33,6,0
"10",34,7,0
"11",33,6,0
"13",33,6,0
"14",38,11,0
"15",34,7,0
"16",31,4,0
"17",31,4,0
"18",31,4,0
"20",32,5,0
"21",33,6,0
"22",31,4,0
"23",37,10,0
"24",38,11,0
"25",32,5,0
"26",32,5,0
"61",38,11,0
"62",38,11,0
"63",38,11,0
"64",38,11,0
"65",38,11,0
"66",38,11,0
"69",37,10,0
"71",38,11,0
"72",38,11,0
"73",38,11,0
"74",38,11,0
"77",38,11,0
"79",38,11,0
"85",38,11,0
"86",38,11,0
"87",38,11,0
"88",38,11,0
"90",38,11,0
"91",38,11,0
"93",38,11,0
"95",37,10,0
"99",37,10,0
"101",38,11,0
"104",35,8,0
"106",39,12,0
"107",38,11,0
"109",38,11,0
"110",35,8,0
"111",32,5,0
"113",35,8,0
"115",31,4,0
"117",31,4,0
"119",32,5,0
"120",32,5,0
"121",37,10,0
"123",31,4,0
"125",31,4,0
"128",34,7,0
"138",38,11,0
"139",36,9,0
"140",35,8,0
"141",35,8,0
"160",39,12,0
"163",38,11,0
"164",38,11,0
"168",39,12,0
"169",37,10,0
"173",39,12,0
"174",38,11,0
"177",38,11,0
"178",38,11,0
"180",37,10,0
"185",38,11,0
"190",37,10,0
"193",37,10,0
"194",38,11,0
"195",37,10,0
"199",38,11,0
"204",37,10,0
"205",37,10,0
"211",33,6,0
"212",32,5,0
"214",34,7,0
"215",32,5,0
"216",33,6,0
"217",32,5,0
"218",33,6,0
"219",34,7,0
"220",37,10,0
"222",37,10,0
"223",33,6,0
"224",31,4,0
"225",35,8,0
"226",33,6,0
"227",33,6,0
"229",32,5,0
"230",32,5,0
"231",31,4,0
"264",39,12,0
"271",38,11,0
"272",38,11,0
"274",38,11,0
"278",38,11,0
"279",38,11,0
"280",38,11,0
"281",38,11,0
"284",38,11,0
"285",37,10,0
"287",38,11,0
"291",38,11,0
"295",38,11,0
"296",38,11,0
"297",38,11,0
"301",37,10,0
"302",38,11,0
"306",38,11,0
"307",38,11,0
"309",38,11,0
"311",38,11,0
"312",37,10,0
"315",38,11,0
"318",38,11,0
"319",35,8,0
"322",35,8,0
"323",35,8,0
"325",34,7,0
"326",34,7,0
"327",34,7,0
"328",32,5,0
"330",38,11,0
"332",35,8,0
"333",34,7,0
"335",32,5,0
"336",32,5,0
"337",35,8,0
"338",38,11,0
"340",37,10,0
"341",31,4,0
"343",31,4,0
"347",32,5,0
"384",38,11,0
"385",38,11,0
"386",38,11,0
"387",37,10,0
"392",38,11,0
"397",38,11,0
"401",38,11,0
"402",38,11,0
"403",38,11,0
"405",38,11,0
"408",37,10,0
"409",38,11,0
"410",36,9,0
"415",38,11,0
"416",35,8,0
"417",35,8,0
"420",38,11,0
"421",38,11,0
"422",36,9,0
"423",36,9,0
"425",38,11,0
"426",38,11,0
"427",34,7,0
"428",34,7,0
"429",34,7,0
"430",32,5,0
"431",34,7,0
"432",31,4,0
"433",37,10,0
"434",38,11,0
"435",31,4,0
"436",32,5,0
"437",31,4,0
"438",31,4,0
"439",32,5,0
"448",31,4,0
"449",32,5,0
"482",38,11,0
"483",38,11,0
"486",39,12,0
"487",39,12,0
"488",38,11,0
"489",38,11,0
"491",38,11,0
"493",38,11,0
"494",38,11,0
"497",38,11,0
"498",37,10,0
"499",38,11,0
"500",37,10,0
"503",38,11,0
"504",38,11,0
"506",38,11,0
"507",38,11,0
"509",38,11,0
"513",36,9,0
"516",37,10,0
"517",36,9,0
"519",37,10,0
"520",38,11,0
"522",37,10,0
"524",38,11,0
"525",38,11,0
"528",37,10,0
"529",37,10,0
"530",36,9,0
"531",36,9,0
"532",37,10,0
"533",36,9,0
"534",36,9,0
"537",35,8,0
"542",35,8,0
"543",37,10,0
"545",35,8,0
"546",32,5,0
"547",32,5,0
"548",38,11,0
"550",31,4,0
"551",33,6,0
"553",34,7,0
"554",32,5,0
"555",31,4,0
"556",33,6,0
"557",32,5,0
"558",32,5,0
"560",31,4,0
"561",32,5,0
"562",31,4,0
"569",32,5,0
"570",34,7,0
"599",37,10,0
"600",38,11,0
"603",37,10,0
"606",38,11,0
"607",38,11,0
"608",37,10,0
"610",37,10,0
"613",38,11,0
"614",38,11,0
"615",38,11,0
"616",38,11,0
"621",38,11,0
"623",38,11,0
"624",38,11,0
"628",35,8,0
"631",38,11,0
"632",37,10,0
"634",36,9,0
"635",38,11,0
"637",37,10,0
"638",38,11,0
"639",37,10,0
"642",38,11,0
"643",38,11,0
"645",38,11,0
"646",35,8,0
"648",36,9,0
"650",37,10,0
"651",37,10,0
"652",38,11,0
"653",34,7,0
"654",34,7,0
"655",35,8,0
"656",33,6,0
"657",38,11,0
"658",31,4,0
"660",32,5,0
"664",32,5,0
"667",34,7,0
"673",34,7,0
"715",37,10,0
"721",38,11,0
"722",38,11,0
"724",38,11,0
"730",38,11,0
"732",38,11,0
"733",38,11,0
"734",38,11,0
"737",38,11,0
"742",38,11,0
"746",38,11,0
"747",38,11,0
"748",37,10,0
"755",37,10,0
"756",37,10,0
"758",38,11,0
"759",38,11,0
"763",34,7,0
"764",38,11,0
"767",35,8,0
"768",34,7,0
"770",32,5,0
"771",31,4,0
"772",35,8,0
"773",31,4,0
"775",38,11,0
"776",31,4,0
"777",33,6,0
"783",36,9,0
"784",31,4,0
"785",31,4,0
"788",33,6,0
"789",32,5,0
"822",38,11,0
"826",38,11,0
"829",38,11,0
"831",38,11,0
"832",37,10,0
"834",38,11,0
"836",38,11,0
"837",38,11,0
"841",38,11,0
"842",38,11,0
"843",38,11,0
"844",38,11,0
"845",38,11,0
"846",38,11,0
"851",38,11,0
"852",38,11,0
"857",38,11,0
"858",37,10,0
"862",37,10,0
"863",38,11,0
"864",37,10,0
"865",36,9,0
"866",37,10,0
"867",34,7,0
"869",34,7,0
"871",35,8,0
"872",35,8,0
"873",35,8,0
"876",36,9,0
"877",32,5,0
"878",34,7,0
"879",33,6,0
"880",31,4,0
"881",32,5,0
"882",34,7,0
"883",32,5,0
"884",31,4,0
"885",32,5,0
"886",33,6,0
"887",31,4,0
"892",32,5,0
"894",32,5,0
"902",34,7,0
"908",38,11,0
"911",37,10,0
"912",37,10,0
"913",37,10,0
"914",38,11,0
"916",38,11,0
"929",32,5,0
"937",38,11,0
"941",37,10,0
"942",38,11,0
"944",38,11,0
"946",38,11,0
"948",38,11,0
"949",38,11,0
"950",38,11,0
"953",37,10,0
"959",38,11,0
"960",37,10,0
"961",38,11,0
"962",37,10,0
"964",37,10,0
"966",38,11,0
"968",36,9,0
"971",34,7,0
"972",34,7,0
"973",35,8,0
"974",32,5,0
"975",31,4,0
"977",33,6,0
"978",31,4,0
"980",33,6,0
"982",32,5,0
"983",32,5,0
"984",32,5,0
"985",38,11,0
"986",38,11,0
"1005",37,10,0
"1011",35,8,0
"1013",32,5,0
"1018",37,10,0
"1020",38,11,0
"1021",37,10,0
"1022",37,10,0
"1025",39,12,0
"1052",39,12,0
"1061",38,11,0
"1065",38,11,0
"1066",37,10,0
"1070",38,11,0
"1074",38,11,0
"1077",38,11,0
"1081",38,11,0
"1082",38,11,0
"1083",38,11,0
"1085",38,11,0
"1086",38,11,0
"1087",38,11,0
"1088",38,11,0
"1090",37,10,0
"1091",38,11,0
"1093",37,10,0
"1094",38,11,0
"1095",37,10,0
"1097",38,11,0
"1100",38,11,0
"1101",38,11,0
"1102",37,10,0
