"","Zi","Yi","Di"
"3075",47,39,1
"3076",49,37,1
"3077",49,38,1
"3078",45,44,1
"3079",49,34,1
"3080",46,37,1
"3084",49,42,1
"3088",48,42,1
"3089",46,32,1
"3090",49,37,1
"3091",46,36,1
"3092",46,29,1
"3093",48,36,1
"3094",40,37,1
"3095",42,30,1
"3096",49,33,1
"3097",48,32,1
"3098",48,43,1
"3099",48,40,1
"3100",43,39,1
"3101",48,43,1
"3102",47,40,1
"3103",37,31,1
"3104",49,40,1
"3105",47,34,1
"3106",42,33,1
"3107",47,38,1
"3108",48,32,1
"3109",47,32,1
"3110",49,32,1
"3111",45,31,1
"3112",47,28,1
"3113",47,34,1
"3119",42,17,1
"3121",47,27,1
"3122",42,37,1
"3123",46,28,1
"3124",48,30,1
"3125",48,27,1
"3126",41,30,1
"3127",37,32,1
"3128",49,29,1
"3129",46,36,1
"3130",45,35,1
"3131",48,35,1
"3132",38,36,1
"3133",27,26,1
"3134",37,30,1
"3135",38,27,1
"3136",49,26,1
"3137",48,27,1
"3138",48,27,1
"3139",37,28,1
"3140",28,28,1
"3141",49,42,1
"3142",49,25,1
"3143",31,26,1
"3144",38,22,1
"3145",45,21,1
"3146",42,24,1
"3150",44,20,1
"3151",29,20,1
"3152",49,22,1
"3154",43,21,1
"3155",48,21,1
"3156",23,20,1
"3157",23,23,1
"3158",30,22,1
"3159",42,16,1
"3160",24,16,1
"3161",47,21,1
"3162",36,21,1
"3163",26,20,1
"3165",41,17,1
"3166",38,22,1
"3168",43,17,1
"3173",40,16,1
"3176",29,16,1
"3177",23,15,1
"3185",39,14,1
"3191",29,13,1
"3199",38,13,1
"3211",10,10,1
"3218",35,9,1
"3228",31,8,1
"3233",18,6,1
"3240",25,5,1
"3241",19,6,1
"3246",20,8,1
"3250",31,7,1
"3252",24,6,1
"3253",22,4,1
"3254",17,7,1
"3256",19,5,1
"3262",28,4,1
"3267",45,43,1
"3268",49,45,1
"3271",23,4,1
"3281",14,5,1
"3285",49,41,1
"3287",12,4,1
"3289",13,6,1
"3291",12,5,1
"3292",26,5,1
"3293",47,44,1
"3300",47,45,1
"3301",49,44,1
"3302",45,44,1
"3303",49,43,1
"3304",47,37,1
"3305",43,36,1
"3306",45,40,1
"3307",49,35,1
"3309",49,39,1
"3311",29,5,1
"3312",40,37,1
"3313",46,40,1
"3314",45,45,1
"3315",49,44,1
"3316",44,44,1
"3317",46,44,1
"3318",49,45,1
"3319",49,36,1
"3322",47,37,1
"3323",42,36,1
"3324",48,30,1
"3325",45,32,1
"3326",44,29,1
"3327",49,38,1
"3328",48,32,1
"3329",49,30,1
"3330",49,35,1
"3331",48,40,1
"3332",43,41,1
"3333",49,39,1
"3334",43,33,1
"3335",47,32,1
"3336",48,35,1
"3337",41,41,1
"3338",38,34,1
"3339",45,38,1
"3340",40,40,1
"3341",46,39,1
"3342",43,40,1
"3343",49,39,1
"3344",46,32,1
"3345",45,31,1
"3346",43,29,1
"3347",47,28,1
"3348",48,28,1
"3349",49,31,1
"3350",49,29,1
"3351",49,31,1
"3352",40,28,1
"3353",49,32,1
"3354",48,27,1
"3355",45,30,1
"3356",45,32,1
"3357",48,31,1
"3358",45,34,1
"3359",45,30,1
"3360",44,35,1
"3361",49,30,1
"3362",48,28,1
"3363",48,26,1
"3364",49,42,1
"3365",49,33,1
"3366",46,30,1
"3367",49,28,1
"3368",47,28,1
"3369",43,24,1
"3370",49,25,1
"3371",49,25,1
"3372",48,26,1
"3373",38,26,1
"3374",44,22,1
"3375",48,22,1
"3376",49,24,1
"3377",49,23,1
"3378",48,24,1
"3379",48,24,1
"3380",46,22,1
"3381",37,22,1
"3382",49,22,1
"3383",41,23,1
"3385",43,19,1
"3386",49,24,1
"3387",42,20,1
"3389",46,20,1
"3390",39,19,1
"3391",34,21,1
"3392",46,19,1
"3396",45,18,1
"3398",42,17,1
"3399",36,17,1
"3400",41,18,1
"3401",45,23,1
"3402",41,23,1
"3404",40,16,1
"3405",40,16,1
"3410",20,16,1
"3414",38,15,1
"3415",32,15,1
"3418",41,14,1
"3419",30,14,1
"3424",27,13,1
"3426",36,13,1
"3441",34,12,1
"3445",21,10,1
"3447",26,9,1
"3450",17,9,1
"3451",32,8,1
"3452",24,4,1
"3455",26,7,1
"3469",24,9,1
"3482",27,7,1
"3484",21,8,1
"3485",19,6,1
"3493",10,7,1
"3494",9,5,1
"3512",48,43,1
"3527",27,4,1
"3536",24,6,1
"3539",19,4,1
"3543",5,5,1
"3549",22,4,1
"3552",49,43,1
"3553",49,44,1
"3554",46,45,1
"3555",43,37,1
"3556",48,44,1
"3557",49,35,1
"3558",49,42,1
"3559",47,43,1
"3560",48,37,1
"3561",37,33,1
"3562",45,41,1
"3563",47,35,1
"3564",49,36,1
"3565",49,36,1
"3566",49,42,1
"3567",41,41,1
"3570",42,36,1
"3571",49,45,1
"3572",49,39,1
"3573",47,45,1
"3574",38,38,1
"3575",47,38,1
"3576",46,36,1
"3577",47,40,1
"3585",43,37,1
"3586",49,36,1
"3587",47,27,1
"3588",49,30,1
"3589",48,30,1
"3590",44,33,1
"3591",46,40,1
"3592",44,41,1
"3593",48,35,1
"3594",44,35,1
"3595",45,34,1
"3596",49,39,1
"3597",42,32,1
"3598",49,39,1
"3599",49,34,1
"3600",41,34,1
"3601",40,35,1
"3602",33,31,1
"3603",49,35,1
"3604",45,35,1
"3605",48,35,1
"3606",43,28,1
"3607",47,33,1
"3608",48,28,1
"3609",45,29,1
"3610",47,31,1
"3611",49,37,1
"3612",48,30,1
"3613",38,38,1
"3614",49,37,1
"3615",48,39,1
"3616",48,37,1
"3617",34,29,1
"3618",47,37,1
"3619",45,33,1
"3620",41,33,1
"3621",44,25,1
"3622",49,26,1
"3623",33,28,1
"3624",49,28,1
"3625",49,24,1
"3626",48,24,1
"3627",41,23,1
"3628",49,22,1
"3629",37,22,1
"3630",48,23,1
"3631",45,23,1
"3632",49,23,1
"3633",43,20,1
"3634",46,19,1
"3635",49,22,1
"3636",36,22,1
"3637",32,19,1
"3638",45,21,1
"3639",45,20,1
"3640",44,20,1
"3641",28,18,1
"3642",43,23,1
"3644",45,18,1
"3645",45,19,1
"3646",48,23,1
"3647",44,18,1
"3648",36,19,1
"3649",36,35,1
"3650",49,44,1
"3651",49,44,1
"3652",48,43,1
"3653",39,34,1
"3654",44,35,1
"3655",49,36,1
"3656",42,42,1
"3657",49,42,1
"3658",48,42,1
"3659",18,5,1
"3661",42,41,1
"3663",47,38,1
"3664",49,37,1
"3665",49,38,1
"3666",47,40,1
"3667",40,39,1
"3668",48,37,1
"3669",46,35,1
"3670",41,34,1
"3671",47,44,1
"3672",37,35,1
"3673",31,6,1
"3680",49,41,1
"3682",49,39,1
"3684",49,44,1
"3685",42,17,1
"3686",47,22,1
"3688",49,23,1
"3689",42,17,1
"3690",44,17,1
"3694",20,19,1
"3701",18,15,1
"3703",22,16,1
"3709",32,13,1
"3710",16,14,1
"3711",39,14,1
"3718",15,12,1
"3725",21,12,1
"3730",31,11,1
"3743",29,10,1
"3747",14,9,1
"3750",35,8,1
"14",35,8,0
"15",35,8,0
"16",35,8,0
"17",36,9,0
"18",33,6,0
"20",33,6,0
"22",33,6,0
"23",33,6,0
"24",33,6,0
"25",33,6,0
"26",35,8,0
"27",34,7,0
"28",34,7,0
"29",34,7,0
"31",36,9,0
"32",34,7,0
"33",33,6,0
"34",34,7,0
"35",33,6,0
"36",33,6,0
"37",32,5,0
"39",32,5,0
"40",35,8,0
"42",31,4,0
"43",35,8,0
"44",31,4,0
"45",34,7,0
"46",35,8,0
"47",31,4,0
"48",34,7,0
"49",33,6,0
"50",34,7,0
"52",31,4,0
"53",33,6,0
"54",33,6,0
"55",31,4,0
"56",31,4,0
"57",31,4,0
"58",33,6,0
"59",32,5,0
"60",33,6,0
"62",31,4,0
"63",34,7,0
"64",33,6,0
"66",33,6,0
"67",33,6,0
"70",31,4,0
"72",31,4,0
"73",31,4,0
"74",32,5,0
"129",46,19,0
"131",47,20,0
"136",44,17,0
"137",45,18,0
"140",44,17,0
"141",44,17,0
"142",44,17,0
"143",44,17,0
"144",43,16,0
"146",44,17,0
"147",42,15,0
"149",42,15,0
"150",42,15,0
"151",43,16,0
"152",43,16,0
"153",42,15,0
"156",42,15,0
"157",42,15,0
"159",43,16,0
"160",41,14,0
"161",41,14,0
"163",41,14,0
"164",41,14,0
"166",41,14,0
"167",41,14,0
"169",43,16,0
"170",43,16,0
"172",41,14,0
"173",40,13,0
"178",39,12,0
"179",38,11,0
"180",38,11,0
"181",37,10,0
"184",40,13,0
"185",37,10,0
"186",37,10,0
"188",36,9,0
"189",35,8,0
"190",35,8,0
"191",39,12,0
"192",39,12,0
"193",35,8,0
"194",34,7,0
"195",34,7,0
"196",35,8,0
"197",35,8,0
"198",34,7,0
"199",34,7,0
"200",36,9,0
"201",36,9,0
"202",36,9,0
"203",36,9,0
"204",35,8,0
"205",35,8,0
"206",37,10,0
"207",35,8,0
"208",33,6,0
"209",35,8,0
"210",34,7,0
"211",32,5,0
"212",35,8,0
"213",33,6,0
"214",35,8,0
"216",35,8,0
"217",35,8,0
"218",35,8,0
"219",32,5,0
"220",33,6,0
"221",32,5,0
"222",33,6,0
"223",35,8,0
"224",31,4,0
"225",33,6,0
"226",33,6,0
"227",32,5,0
"228",31,4,0
"229",34,7,0
"230",31,4,0
"231",35,8,0
"232",31,4,0
"233",31,4,0
"237",31,4,0
"238",31,4,0
"239",32,5,0
"240",31,4,0
"242",32,5,0
"243",32,5,0
"244",34,7,0
"245",32,5,0
"249",34,7,0
"252",33,6,0
"253",33,6,0
"254",34,7,0
"255",31,4,0
"256",31,4,0
"257",31,4,0
"259",37,10,0
"260",31,4,0
"261",31,4,0
"262",32,5,0
"264",31,4,0
"265",32,5,0
"266",32,5,0
"267",32,5,0
"268",33,6,0
"269",36,9,0
"270",33,6,0
"271",33,6,0
"273",35,8,0
"274",35,8,0
"275",31,4,0
"276",36,9,0
"278",35,8,0
"282",31,4,0
"283",31,4,0
"284",31,4,0
"286",32,5,0
"304",33,6,0
"306",33,6,0
"307",33,6,0
"308",32,5,0
"329",39,12,0
"330",39,12,0
"331",34,7,0
"332",36,9,0
"385",47,20,0
"386",47,20,0
"388",48,21,0
"392",44,17,0
"393",44,17,0
"394",44,17,0
"395",44,17,0
"396",44,17,0
"398",44,17,0
"399",44,17,0
"400",43,16,0
"404",44,17,0
"405",44,17,0
"406",43,16,0
"408",43,16,0
"410",44,17,0
"411",43,16,0
"412",44,17,0
"413",44,17,0
"416",43,16,0
"417",42,15,0
"421",41,14,0
"423",41,14,0
"424",41,14,0
"425",41,14,0
"427",41,14,0
"428",39,12,0
"429",39,12,0
"430",39,12,0
"431",40,13,0
"432",40,13,0
"433",40,13,0
"435",38,11,0
"436",40,13,0
"437",42,15,0
"438",43,16,0
"439",38,11,0
"440",38,11,0
"441",37,10,0
"442",39,12,0
"443",38,11,0
"444",38,11,0
"445",38,11,0
"446",38,11,0
"447",37,10,0
"449",36,9,0
"450",37,10,0
"451",36,9,0
"453",38,11,0
"469",33,6,0
"470",32,5,0
"471",32,5,0
"475",34,7,0
"476",33,6,0
"478",33,6,0
"479",34,7,0
"480",34,7,0
"481",36,9,0
"482",35,8,0
"483",33,6,0
"485",34,7,0
"486",33,6,0
"487",35,8,0
"488",35,8,0
"489",33,6,0
"490",33,6,0
"491",32,5,0
"492",32,5,0
"493",34,7,0
"494",33,6,0
"495",33,6,0
"496",32,5,0
"497",33,6,0
"499",33,6,0
"500",32,5,0
"501",32,5,0
"502",31,4,0
"503",32,5,0
"504",32,5,0
"505",32,5,0
"506",34,7,0
"507",31,4,0
"508",33,6,0
"509",31,4,0
"510",32,5,0
"511",32,5,0
"512",32,5,0
"514",32,5,0
"515",31,4,0
"516",32,5,0
"517",32,5,0
"518",36,9,0
"520",35,8,0
"521",36,9,0
"522",36,9,0
"523",35,8,0
"524",34,7,0
"525",32,5,0
"526",31,4,0
"527",31,4,0
"528",33,6,0
"529",33,6,0
"532",35,8,0
"533",34,7,0
"534",35,8,0
"535",34,7,0
"536",35,8,0
"540",31,4,0
"541",32,5,0
"542",32,5,0
"543",32,5,0
"544",32,5,0
"545",33,6,0
"546",33,6,0
"548",32,5,0
"549",32,5,0
"597",48,21,0
"600",47,20,0
"601",46,19,0
"602",46,19,0
"603",47,20,0
"605",45,18,0
"608",41,14,0
"609",41,14,0
"610",41,14,0
"611",41,14,0
"612",44,17,0
"615",44,17,0
"616",45,18,0
"617",44,17,0
"619",44,17,0
"623",43,16,0
"624",43,16,0
"625",43,16,0
"626",43,16,0
"628",43,16,0
"629",42,15,0
"632",42,15,0
"635",40,13,0
"636",39,12,0
"637",40,13,0
"638",39,12,0
"639",40,13,0
"641",38,11,0
"642",39,12,0
"643",39,12,0
"644",43,16,0
"645",37,10,0
"646",39,12,0
"647",37,10,0
"648",37,10,0
"649",38,11,0
"650",38,11,0
"652",38,11,0
"653",36,9,0
"654",37,10,0
"655",36,9,0
"656",38,11,0
"657",38,11,0
"658",37,10,0
"659",35,8,0
"661",35,8,0
"662",37,10,0
"663",35,8,0
"664",33,6,0
"665",35,8,0
"666",35,8,0
"667",34,7,0
"668",34,7,0
"670",39,12,0
"673",36,9,0
"674",36,9,0
"675",32,5,0
"676",34,7,0
"678",33,6,0
"679",34,7,0
"680",34,7,0
"681",34,7,0
"682",36,9,0
"683",33,6,0
"684",35,8,0
"685",32,5,0
"686",33,6,0
"687",33,6,0
"688",33,6,0
"689",34,7,0
"691",32,5,0
"692",33,6,0
"693",33,6,0
"694",32,5,0
"695",33,6,0
"696",34,7,0
"698",32,5,0
"699",34,7,0
"700",33,6,0
"701",32,5,0
"702",31,4,0
"703",31,4,0
"705",33,6,0
"708",31,4,0
"710",31,4,0
"711",31,4,0
"712",31,4,0
"713",34,7,0
"714",32,5,0
"715",32,5,0
"716",32,5,0
"718",31,4,0
"719",31,4,0
"720",31,4,0
"722",32,5,0
"724",35,8,0
"725",34,7,0
"726",34,7,0
"727",31,4,0
"732",31,4,0
"733",31,4,0
"734",31,4,0
"735",31,4,0
"738",32,5,0
"739",31,4,0
"740",32,5,0
"741",33,6,0
"742",33,6,0
"743",33,6,0
"744",33,6,0
"747",31,4,0
"748",31,4,0
"749",31,4,0
"750",31,4,0
"751",31,4,0
"767",32,5,0
"768",33,6,0
"771",32,5,0
"772",34,7,0
"818",46,19,0
"819",46,19,0
"820",46,19,0
"822",46,19,0
"823",47,20,0
"827",44,17,0
"830",45,18,0
"832",43,16,0
"834",43,16,0
"837",43,16,0
"838",44,17,0
"839",44,17,0
"840",43,16,0
"841",43,16,0
"843",42,15,0
"844",43,16,0
"845",42,15,0
"848",44,17,0
"851",40,13,0
"852",40,13,0
"853",41,14,0
"855",41,14,0
"856",40,13,0
"857",40,13,0
"858",40,13,0
"859",41,14,0
"860",41,14,0
"861",40,13,0
"862",40,13,0
"866",40,13,0
"867",42,15,0
"869",43,16,0
"870",39,12,0
"871",39,12,0
"872",38,11,0
"873",38,11,0
"874",39,12,0
"877",38,11,0
"878",36,9,0
"880",37,10,0
"881",38,11,0
"882",38,11,0
"883",35,8,0
"884",35,8,0
"885",36,9,0
"886",38,11,0
"887",37,10,0
"888",37,10,0
"889",36,9,0
"891",39,12,0
"893",40,13,0
"894",35,8,0
"895",34,7,0
"896",36,9,0
"898",35,8,0
"899",35,8,0
"900",36,9,0
"901",36,9,0
"902",32,5,0
"903",34,7,0
"905",35,8,0
"908",34,7,0
"909",33,6,0
"911",34,7,0
"917",34,7,0
"918",33,6,0
"919",33,6,0
"920",33,6,0
"921",32,5,0
"922",33,6,0
"923",33,6,0
"924",34,7,0
"925",34,7,0
"926",33,6,0
"928",35,8,0
"929",34,7,0
"930",34,7,0
"931",31,4,0
"933",33,6,0
"934",32,5,0
"935",32,5,0
"936",33,6,0
"939",34,7,0
"940",34,7,0
"941",33,6,0
"942",32,5,0
"943",34,7,0
"944",32,5,0
"945",34,7,0
"946",31,4,0
"947",36,9,0
"948",33,6,0
"949",31,4,0
"950",32,5,0
"951",31,4,0
"952",32,5,0
"953",37,10,0
"954",32,5,0
"955",32,5,0
"956",32,5,0
"957",32,5,0
"958",32,5,0
"959",32,5,0
"960",33,6,0
"962",35,8,0
"966",32,5,0
"973",31,4,0
"975",33,6,0
"976",33,6,0
"978",40,13,0
"980",40,13,0
"981",39,12,0
"982",40,13,0
"1013",45,18,0
"1017",44,17,0
"1019",44,17,0
"1020",45,18,0
"1021",44,17,0
"1027",43,16,0
"1029",43,16,0
"1030",43,16,0
"1031",43,16,0
"1032",42,15,0
"1034",42,15,0
"1035",42,15,0
"1036",42,15,0
"1037",43,16,0
"1038",42,15,0
"1039",42,15,0
"1041",40,13,0
"1042",41,14,0
"1043",41,14,0
"1044",41,14,0
"1045",41,14,0
"1046",42,15,0
"1047",42,15,0
"1048",41,14,0
"1049",41,14,0
"1050",40,13,0
"1051",40,13,0
"1052",41,14,0
"1053",41,14,0
"1055",41,14,0
"1056",40,13,0
"1057",39,12,0
"1059",39,12,0
"1060",41,14,0
"1062",39,12,0
"1063",37,10,0
"1064",37,10,0
"1065",37,10,0
"1066",38,11,0
"1067",38,11,0
"1068",38,11,0
"1069",37,10,0
"1070",38,11,0
"1072",35,8,0
"1073",35,8,0
"1074",36,9,0
"1075",36,9,0
"1076",36,9,0
"1077",38,11,0
"1078",37,10,0
"1079",35,8,0
"1080",35,8,0
"1081",36,9,0
"1083",37,10,0
"1085",34,7,0
"1086",36,9,0
"1087",34,7,0
"1088",35,8,0
"1089",35,8,0
"1090",34,7,0
"1092",36,9,0
"1093",34,7,0
"1095",35,8,0
"1096",34,7,0
"1097",34,7,0
"1099",31,4,0
"1100",33,6,0
"1101",34,7,0
"1102",31,4,0
"1103",31,4,0
"1104",33,6,0
"1105",32,5,0
"1106",32,5,0
"1107",31,4,0
"1108",32,5,0
"1109",34,7,0
"1110",33,6,0
"1114",34,7,0
"1115",33,6,0
"1116",34,7,0
"1117",35,8,0
"1118",34,7,0
"1119",35,8,0
"1120",32,5,0
"1122",33,6,0
"1123",32,5,0
"1125",31,4,0
"1126",34,7,0
"1127",32,5,0
"1128",33,6,0
"1129",32,5,0
"1130",34,7,0
"1132",32,5,0
"1133",32,5,0
"1134",32,5,0
"1135",32,5,0
"1136",32,5,0
"1137",32,5,0
"1138",31,4,0
"1139",34,7,0
"1140",32,5,0
"1141",34,7,0
"1142",33,6,0
"1143",35,8,0
"1144",31,4,0
"1146",31,4,0
"1147",32,5,0
"1148",33,6,0
"1151",31,4,0
"1153",31,4,0
"1154",32,5,0
"1160",31,4,0
"1161",33,6,0
"1162",32,5,0
"1163",31,4,0
"1164",31,4,0
"1181",31,4,0
"1182",32,5,0
"1184",36,9,0
"1185",34,7,0
"1186",31,4,0
"1188",37,10,0
"1193",40,13,0
"1194",40,13,0
"1195",39,12,0
"1196",40,13,0
"1197",39,12,0
"1200",40,13,0
"1245",46,19,0
"1257",45,18,0
"1258",46,19,0
"1263",40,13,0
"1265",40,13,0
"1266",41,14,0
"1268",40,13,0
"1273",45,18,0
"1274",45,18,0
"1276",45,18,0
"1277",45,18,0
"1282",44,17,0
"1283",44,17,0
"1284",44,17,0
"1286",44,17,0
"1288",44,17,0
"1289",43,16,0
"1290",42,15,0
"1292",44,17,0
"1293",42,15,0
"1294",42,15,0
"1297",41,14,0
"1299",42,15,0
"1300",43,16,0
"1301",38,11,0
"1302",38,11,0
"1303",38,11,0
"1304",39,12,0
"1305",40,13,0
"1306",42,15,0
"1307",39,12,0
"1308",42,15,0
"1309",39,12,0
"1310",37,10,0
"1311",36,9,0
"1313",39,12,0
"1314",38,11,0
"1315",34,7,0
"1316",35,8,0
"1317",34,7,0
"1318",34,7,0
"1319",35,8,0
"1321",35,8,0
"1323",35,8,0
"1326",35,8,0
"1327",36,9,0
"1328",35,8,0
"1334",38,11,0
"1335",34,7,0
"1336",33,6,0
"1338",34,7,0
"1340",33,6,0
"1341",33,6,0
"1342",34,7,0
"1344",34,7,0
"1345",34,7,0
"1346",33,6,0
"1347",33,6,0
"1348",33,6,0
"1350",34,7,0
"1351",34,7,0
"1352",33,6,0
"1353",33,6,0
"1354",32,5,0
"1357",32,5,0
"1358",32,5,0
"1359",32,5,0
"1360",34,7,0
"1361",34,7,0
"1362",31,4,0
"1363",32,5,0
"1364",32,5,0
"1365",32,5,0
"1366",32,5,0
"1367",35,8,0
"1368",32,5,0
"1369",34,7,0
"1370",34,7,0
"1371",34,7,0
"1372",34,7,0
"1373",34,7,0
"1374",31,4,0
"1375",32,5,0
"1376",32,5,0
"1377",35,8,0
"1378",33,6,0
"1379",34,7,0
"1380",34,7,0
"1381",31,4,0
"1382",31,4,0
"1383",31,4,0
"1385",36,9,0
"1386",33,6,0
"1387",31,4,0
"1388",31,4,0
"1389",37,10,0
"1391",31,4,0
"1393",31,4,0
"1394",31,4,0
"1395",31,4,0
"1396",31,4,0
"1397",32,5,0
"1398",33,6,0
"1401",33,6,0
"1402",33,6,0
"1403",32,5,0
"1405",33,6,0
"1406",33,6,0
"1407",32,5,0
"1408",32,5,0
"1409",32,5,0
"1410",32,5,0
"1411",32,5,0
"1412",33,6,0
"1413",31,4,0
"1414",31,4,0
"1415",33,6,0
"1416",31,4,0
"1419",31,4,0
"1437",33,6,0
"1440",36,9,0
"1491",46,19,0
"1494",46,19,0
"1496",47,20,0
"1497",48,21,0
"1499",46,19,0
"1500",45,18,0
"1501",46,19,0
"1502",45,18,0
"1505",44,17,0
"1510",43,16,0
"1511",44,17,0
"1512",42,15,0
"1513",43,16,0
"1514",43,16,0
"1515",43,16,0
"1516",43,16,0
"1517",43,16,0
"1518",43,16,0
"1520",42,15,0
"1521",42,15,0
"1522",41,14,0
"1524",42,15,0
"1525",41,14,0
"1528",41,14,0
"1529",43,16,0
"1530",43,16,0
"1531",40,13,0
"1536",40,13,0
"1537",39,12,0
"1538",39,12,0
"1539",40,13,0
"1540",40,13,0
"1541",40,13,0
"1542",34,7,0
"1543",34,7,0
"1544",31,4,0
"1546",32,5,0
"1547",32,5,0
"1548",32,5,0
"1549",31,4,0
"1550",33,6,0
"1551",34,7,0
"1553",34,7,0
"1555",40,13,0
"1556",40,13,0
"1557",39,12,0
"1558",39,12,0
"1559",38,11,0
"1560",38,11,0
"1561",35,8,0
"1562",38,11,0
"1563",37,10,0
"1564",36,9,0
"1565",35,8,0
"1566",35,8,0
"1567",35,8,0
"1568",37,10,0
"1569",36,9,0
"1570",37,10,0
"1571",35,8,0
"1572",35,8,0
"1574",36,9,0
"1575",36,9,0
"1576",36,9,0
"1577",34,7,0
"1579",34,7,0
"1580",35,8,0
"1581",34,7,0
"1582",33,6,0
"1583",33,6,0
"1584",34,7,0
"1585",34,7,0
"1586",34,7,0
"1587",34,7,0
"1588",32,5,0
"1589",33,6,0
"1590",33,6,0
"1591",32,5,0
"1592",35,8,0
"1593",33,6,0
"1594",32,5,0
"1595",33,6,0
"1598",34,7,0
"1599",32,5,0
"1600",35,8,0
"1601",32,5,0
"1602",31,4,0
"1603",34,7,0
"1604",32,5,0
"1606",33,6,0
"1607",32,5,0
"1610",33,6,0
"1611",33,6,0
"1612",31,4,0
"1613",33,6,0
"1614",32,5,0
"1615",32,5,0
"1617",34,7,0
"1618",31,4,0
"1619",33,6,0
"1620",31,4,0
"1621",32,5,0
"1622",31,4,0
"1623",32,5,0
"1624",32,5,0
"1625",32,5,0
"1627",31,4,0
"1628",32,5,0
"1629",32,5,0
"1630",33,6,0
"1632",33,6,0
"1633",36,9,0
"1634",37,10,0
"1636",31,4,0
"1637",31,4,0
"1639",32,5,0
"1640",31,4,0
"1642",31,4,0
"1661",32,5,0
"1663",31,4,0
"1702",47,20,0
"1711",47,20,0
"1714",46,19,0
"1716",45,18,0
"1718",45,18,0
"1720",44,17,0
"1721",44,17,0
"1724",43,16,0
"1725",44,17,0
"1726",43,16,0
"1727",42,15,0
"1730",43,16,0
"1731",41,14,0
"1733",40,13,0
"1734",41,14,0
"1736",39,12,0
"1738",40,13,0
"1739",40,13,0
"1740",41,14,0
"1741",40,13,0
"1743",40,13,0
"1744",39,12,0
"1745",39,12,0
"1746",40,13,0
"1747",38,11,0
"1748",37,10,0
"1749",39,12,0
"1750",36,9,0
"1751",37,10,0
"1752",36,9,0
"1753",35,8,0
"1755",35,8,0
"1756",37,10,0
"1757",35,8,0
"1759",37,10,0
"1760",36,9,0
"1761",35,8,0
"1762",35,8,0
"1763",35,8,0
"1764",35,8,0
"1765",35,8,0
"1766",36,9,0
"1767",37,10,0
"1769",35,8,0
"1772",35,8,0
"1774",32,5,0
"1775",33,6,0
"1776",33,6,0
"1778",34,7,0
"1779",33,6,0
"1780",34,7,0
"1781",34,7,0
"1782",34,7,0
"1783",34,7,0
"1784",36,9,0
"1785",32,5,0
"1786",33,6,0
"1787",32,5,0
"1788",35,8,0
"1789",33,6,0
"1790",32,5,0
"1791",34,7,0
"1792",32,5,0
"1794",34,7,0
"1795",32,5,0
"1796",33,6,0
"1799",34,7,0
"1800",31,4,0
"1801",31,4,0
"1802",31,4,0
"1803",34,7,0
"1805",32,5,0
"1806",32,5,0
"1808",32,5,0
"1809",32,5,0
"1810",32,5,0
"1811",32,5,0
"1812",32,5,0
"1813",34,7,0
"1814",32,5,0
"1815",34,7,0
"1816",31,4,0
"1817",33,6,0
"1818",32,5,0
"1819",32,5,0
"1820",32,5,0
"1822",32,5,0
"1823",32,5,0
"1825",32,5,0
"1838",32,5,0
"1840",31,4,0
"1841",34,7,0
"1842",33,6,0
"1844",36,9,0
"1845",38,11,0
"1846",31,4,0
"1847",31,4,0
"1850",32,5,0
"1851",33,6,0
"1852",32,5,0
"1853",31,4,0
"1854",32,5,0
"1855",33,6,0
"1856",31,4,0
"1857",34,7,0
"1859",33,6,0
"1860",32,5,0
"1861",32,5,0
"1867",35,8,0
"1870",37,10,0
"1871",36,9,0
"1872",36,9,0
"1875",35,8,0
"1876",35,8,0
"1879",34,7,0
"1880",35,8,0
"1881",34,7,0
"1886",38,11,0
"1887",36,9,0
"1888",42,15,0
"1889",41,14,0
"1891",41,14,0
"1892",44,17,0
"1894",45,18,0
"1895",44,17,0
"1896",44,17,0
"1898",43,16,0
"1899",47,20,0
"1923",32,5,0
"1925",33,6,0
"1947",47,20,0
"1948",47,20,0
"1949",47,20,0
"1952",44,17,0
"1957",44,17,0
"1959",43,16,0
"1960",43,16,0
"1963",43,16,0
"1965",40,13,0
"1967",40,13,0
"1969",40,13,0
"1970",41,14,0
"1972",42,15,0
"1973",42,15,0
"1975",40,13,0
"1976",41,14,0
"1980",39,12,0
"1981",39,12,0
"1982",39,12,0
"1984",40,13,0
"1985",39,12,0
"1986",40,13,0
"1987",40,13,0
"1988",38,11,0
"1989",38,11,0
"1990",35,8,0
"1991",37,10,0
"1992",37,10,0
"1994",36,9,0
"1995",35,8,0
"1996",35,8,0
"1998",35,8,0
"1999",36,9,0
"2000",36,9,0
"2001",36,9,0
"2003",35,8,0
"2004",36,9,0
"2005",34,7,0
"2006",34,7,0
"2007",35,8,0
"2008",35,8,0
"2009",34,7,0
"2011",34,7,0
"2012",34,7,0
"2013",34,7,0
"2014",34,7,0
"2015",38,11,0
"2016",32,5,0
"2017",33,6,0
"2018",33,6,0
"2019",32,5,0
"2021",32,5,0
"2022",32,5,0
"2023",33,6,0
"2024",32,5,0
"2025",31,4,0
"2026",33,6,0
"2028",32,5,0
"2029",35,8,0
"2030",32,5,0
"2031",34,7,0
"2032",31,4,0
"2033",32,5,0
"2034",34,7,0
"2035",36,9,0
"2036",32,5,0
"2037",33,6,0
"2038",31,4,0
"2039",34,7,0
"2040",33,6,0
"2041",33,6,0
"2043",31,4,0
