"","Zi","Yi","Di"
"465",45,42,1
"466",48,35,1
"467",44,36,1
"468",49,43,1
"472",43,41,1
"473",47,43,1
"474",48,44,1
"477",24,7,1
"484",27,7,1
"498",25,6,1
"513",25,8,1
"519",46,44,1
"530",49,43,1
"531",17,6,1
"537",33,6,1
"538",21,4,1
"539",11,5,1
"547",49,44,1
"550",48,43,1
"551",36,29,1
"552",46,27,1
"553",43,29,1
"554",49,32,1
"555",47,34,1
"556",45,35,1
"557",46,31,1
"558",47,35,1
"559",49,31,1
"560",38,30,1
"561",41,35,1
"562",47,33,1
"563",44,33,1
"564",48,27,1
"565",49,35,1
"566",39,36,1
"567",49,38,1
"568",47,31,1
"569",46,28,1
"570",46,40,1
"571",47,32,1
"572",47,41,1
"573",49,39,1
"574",48,34,1
"575",48,39,1
"576",48,40,1
"577",49,37,1
"578",44,38,1
"579",43,30,1
"580",48,30,1
"581",47,31,1
"582",36,33,1
"583",49,26,1
"584",49,27,1
"585",42,32,1
"586",39,36,1
"587",38,27,1
"588",49,28,1
"589",43,25,1
"590",36,25,1
"591",49,26,1
"592",49,26,1
"593",44,23,1
"594",23,23,1
"595",45,24,1
"596",48,24,1
"598",46,21,1
"599",48,23,1
"604",31,20,1
"606",44,19,1
"607",16,13,1
"613",42,17,1
"614",46,24,1
"618",32,16,1
"620",43,17,1
"621",44,17,1
"622",43,16,1
"627",37,16,1
"630",42,15,1
"631",26,15,1
"633",41,16,1
"634",29,13,1
"640",17,13,1
"651",33,8,1
"660",35,8,1
"669",39,12,1
"671",27,13,1
"672",24,8,1
"677",6,6,1
"690",19,6,1
"697",11,7,1
"704",27,5,1
"706",16,7,1
"707",7,5,1
"709",33,7,1
"717",10,7,1
"721",46,41,1
"723",13,5,1
"728",49,45,1
"729",44,44,1
"730",47,45,1
"731",32,5,1
"736",22,5,1
"737",24,5,1
"745",49,45,1
"746",44,37,1
"752",46,42,1
"753",49,41,1
"754",49,38,1
"755",48,37,1
"756",48,37,1
"757",47,35,1
"758",45,43,1
"759",49,34,1
"760",49,42,1
"761",49,43,1
"762",49,44,1
"763",47,42,1
"764",46,35,1
"765",44,42,1
"766",49,42,1
"769",49,42,1
"770",44,39,1
"773",48,32,1
"774",49,35,1
"775",46,34,1
"776",46,35,1
"777",46,32,1
"778",48,34,1
"779",43,29,1
"780",43,32,1
"781",30,30,1
"782",44,37,1
"783",49,30,1
"784",46,32,1
"785",48,30,1
"786",46,36,1
"787",48,36,1
"788",49,36,1
"789",34,30,1
"790",49,45,1
"791",41,41,1
"792",46,43,1
"793",49,34,1
"794",45,40,1
"795",43,37,1
"796",49,39,1
"797",46,39,1
"798",49,32,1
"799",28,28,1
"800",47,28,1
"801",43,31,1
"802",49,28,1
"803",35,25,1
"804",34,25,1
"805",47,26,1
"806",46,40,1
"807",48,34,1
"808",49,32,1
"809",29,23,1
"810",48,23,1
"811",48,24,1
"812",38,23,1
"813",48,21,1
"814",45,21,1
"815",34,21,1
"816",47,20,1
"817",19,18,1
"821",47,20,1
"824",28,20,1
"825",42,20,1
"826",41,21,1
"828",29,17,1
"829",41,18,1
"831",42,17,1
"833",32,17,1
"835",40,17,1
"836",33,21,1
"842",43,16,1
"846",39,14,1
"847",20,14,1
"849",42,15,1
"850",18,13,1
"854",36,14,1
"863",39,12,1
"864",27,13,1
"865",42,15,1
"868",30,15,1
"875",39,11,1
"876",32,12,1
"879",22,10,1
"890",21,8,1
"892",16,12,1
"897",31,7,1
"904",21,8,1
"906",33,8,1
"907",27,7,1
"910",22,8,1
"912",31,6,1
"913",7,7,1
"914",30,7,1
"915",22,8,1
"916",21,8,1
"927",31,4,1
"932",33,6,1
"937",18,4,1
"938",31,4,1
"961",49,43,1
"963",33,11,1
"964",46,37,1
"965",46,44,1
"967",48,41,1
"968",49,35,1
"969",41,38,1
"970",45,43,1
"971",49,40,1
"972",46,43,1
"974",46,41,1
"977",21,5,1
"979",23,13,1
"983",49,31,1
"984",48,32,1
"985",49,27,1
"986",49,31,1
"987",49,29,1
"988",49,31,1
"989",49,29,1
"990",49,36,1
"991",44,32,1
"992",49,27,1
"993",44,28,1
"994",49,26,1
"995",42,36,1
"996",49,28,1
"997",47,28,1
"998",49,30,1
"999",44,25,1
"1000",41,25,1
"1001",48,26,1
"1002",49,22,1
"1003",48,24,1
"1004",48,23,1
"1005",47,21,1
"1006",48,22,1
"1007",48,22,1
"1008",45,20,1
"1009",27,20,1
"1010",38,21,1
"1011",47,20,1
"1012",48,21,1
"1014",42,18,1
"1015",43,18,1
"1016",21,19,1
"1018",31,17,1
"1022",25,17,1
"1023",38,17,1
"1024",49,22,1
"1025",36,22,1
"1026",35,22,1
"1028",16,16,1
"1033",26,16,1
"1040",41,15,1
"1054",30,14,1
"1058",32,11,1
"1061",36,13,1
"1071",10,10,1
"1082",14,9,1
"1084",18,9,1
"1091",24,7,1
"1094",34,8,1
"1098",15,4,1
"1111",26,7,1
"1112",25,7,1
"1113",21,7,1
"1121",32,6,1
"1124",28,7,1
"1131",5,4,1
"1145",30,7,1
"1149",23,10,1
"1150",45,43,1
"1152",14,7,1
"1155",27,4,1
"1156",12,4,1
"1157",45,40,1
"1158",10,4,1
"1159",21,5,1
"1165",38,38,1
"1166",47,36,1
"1167",48,37,1
"1168",48,45,1
"1169",41,36,1
"1170",43,43,1
"1171",48,41,1
"1172",49,42,1
"1173",44,41,1
"1174",48,43,1
"1175",45,41,1
"1176",43,41,1
"1177",46,40,1
"1178",41,40,1
"1179",44,37,1
"1180",48,40,1
"1183",46,43,1
"1187",45,36,1
"1189",47,41,1
"1190",40,31,1
"1191",40,31,1
"1192",49,39,1
"1198",40,13,1
"1199",18,12,1
"1201",31,29,1
"1202",48,28,1
"1203",43,40,1
"1204",48,33,1
"1205",47,35,1
"1206",49,35,1
"1207",49,32,1
"1208",47,34,1
"1209",49,38,1
"1210",42,29,1
"1211",47,37,1
"1212",39,39,1
"1213",49,30,1
"1214",48,40,1
"1215",49,41,1
"1216",49,40,1
"1217",46,34,1
"1218",48,39,1
"1219",39,30,1
"1220",43,43,1
"1221",36,30,1
"1222",49,31,1
"1223",44,30,1
"1224",44,28,1
"1225",37,32,1
"1226",49,27,1
"1227",46,27,1
"1228",39,33,1
"1229",44,33,1
"1230",48,28,1
"1231",47,26,1
"1232",49,34,1
"1233",47,33,1
"1234",47,27,1
"1235",30,27,1
"1236",47,29,1
"1237",49,28,1
"1238",36,24,1
"1239",45,26,1
"1240",48,26,1
"1241",39,26,1
"1242",38,25,1
"1243",42,23,1
"1244",49,22,1
"1246",33,24,1
"1247",40,24,1
"1248",47,25,1
"1249",48,22,1
"1250",35,21,1
"1251",45,22,1
"1252",47,23,1
"1253",47,23,1
"1254",48,22,1
"1255",47,20,1
"1256",36,21,1
"1259",39,19,1
"1260",39,18,1
"1261",42,18,1
"1262",46,20,1
"1264",27,12,1
"1267",40,14,1
"1269",40,24,1
"1270",33,18,1
"1271",44,17,1
"1272",29,18,1
"1275",24,19,1
"1278",43,18,1
"1279",44,17,1
"1280",47,22,1
"1281",43,21,1
"1285",43,17,1
"1287",44,17,1
"1291",18,15,1
"1295",32,15,1
"1296",20,14,1
"1298",31,17,1
"1312",34,11,1
"1320",19,8,1
"1322",27,8,1
"1324",22,9,1
"1325",31,8,1
"1329",28,9,1
"1330",35,9,1
"1331",24,8,1
"1332",33,8,1
"1333",30,9,1
"1337",14,8,1
"1339",10,6,1
"1343",11,7,1
"1355",15,6,1
"1356",12,5,1
"1384",45,41,1
"1390",10,4,1
"1392",23,4,1
"1399",42,42,1
"1400",49,43,1
"1404",32,6,1
"1417",49,41,1
"1418",48,43,1
"1420",40,37,1
"1421",44,40,1
"1422",49,35,1
"1423",49,36,1
"1424",40,35,1
"1425",47,40,1
"1426",48,42,1
"1427",47,34,1
"1428",45,43,1
"1429",45,44,1
"1430",46,34,1
"1431",40,37,1
"1432",49,37,1
"1433",48,44,1
"1434",45,45,1
"1435",42,33,1
"1436",43,42,1
"1438",40,40,1
"1439",36,36,1
"1441",44,40,1
"1442",47,32,1
"1443",47,32,1
"1444",48,34,1
"1445",48,33,1
"1446",43,33,1
"1447",48,33,1
"1448",48,32,1
"1449",48,34,1
"1450",46,34,1
"1451",46,34,1
"1452",47,33,1
"1453",49,34,1
"1454",36,36,1
"1455",47,35,1
"1456",42,35,1
"1457",47,36,1
"1458",46,34,1
"1459",48,30,1
"1460",43,38,1
"1461",37,36,1
"1462",41,33,1
"1463",42,41,1
"1464",43,40,1
"1465",47,40,1
"1466",49,40,1
"1467",48,41,1
"1468",48,40,1
"1469",46,36,1
"1470",49,29,1
"1471",46,29,1
"1472",49,43,1
"1473",47,42,1
"1474",39,37,1
"1475",47,43,1
"1476",49,25,1
"1477",48,26,1
"1478",44,26,1
"1479",40,27,1
"1480",49,34,1
"1481",49,24,1
"1482",48,23,1
"1483",45,24,1
"1484",48,24,1
"1485",48,25,1
"1486",40,25,1
"1487",44,25,1
"1488",48,22,1
"1489",45,22,1
"1490",47,23,1
"1492",47,20,1
"1493",33,19,1
"1495",29,20,1
"1498",23,22,1
"1503",46,21,1
"1504",31,17,1
"1506",42,17,1
"1507",37,17,1
"1508",28,17,1
"1509",22,16,1
"1519",38,16,1
"1523",41,15,1
"1526",31,14,1
"1527",29,14,1
"1532",16,13,1
"1533",34,13,1
"1534",38,14,1
"1535",25,13,1
"1545",19,7,1
"1552",19,4,1
"1554",37,13,1
"1573",14,7,1
"1578",36,9,1
"1596",31,6,1
"1597",26,5,1
"1605",24,6,1
"1608",18,6,1
"1609",43,42,1
"1616",19,4,1
"1626",47,43,1
"1631",48,42,1
"1638",13,4,1
"1641",16,4,1
"1643",45,41,1
"1644",49,40,1
"1645",43,39,1
"1646",49,40,1
"1647",49,43,1
"1648",45,45,1
"1649",49,43,1
"1650",47,42,1
"1651",46,34,1
"1652",48,36,1
"1653",45,43,1
"1654",49,43,1
"1655",48,43,1
"1656",49,40,1
"1657",43,42,1
"1658",44,41,1
"1659",48,32,1
"1660",44,42,1
"1662",48,43,1
"1664",42,37,1
"1665",47,36,1
"1666",48,33,1
"1667",35,32,1
"1668",45,32,1
"1669",49,32,1
"1670",48,39,1
"1671",48,39,1
"1672",48,33,1
"1673",49,37,1
"1674",49,32,1
"1675",48,30,1
"1676",32,30,1
"1677",45,29,1
"1678",44,28,1
"1679",43,31,1
"1680",48,33,1
"1681",48,29,1
"1682",46,34,1
"1683",49,32,1
"1684",40,36,1
"1685",49,31,1
"1686",43,34,1
"1687",49,36,1
"1688",48,36,1
"1689",48,36,1
"1690",45,30,1
"1691",48,35,1
"1692",46,27,1
"1693",48,29,1
"1694",48,28,1
"1695",48,25,1
"1696",44,26,1
"1697",48,26,1
"1698",48,29,1
"1699",47,22,1
"1700",48,23,1
"1701",23,23,1
"1703",47,23,1
"1704",49,23,1
"1705",48,25,1
"1706",38,26,1
"1707",48,24,1
"1708",49,26,1
"1709",49,25,1
"1710",46,25,1
"1712",45,21,1
"1713",48,22,1
"1715",44,24,1
"1717",42,18,1
"1719",43,19,1
"1722",44,17,1
"1723",43,18,1
"1728",27,15,1
"1729",35,15,1
"1732",41,14,1
"1735",42,17,1
"1737",29,13,1
"1742",38,13,1
"1754",30,9,1
"1758",13,10,1
"1768",30,9,1
"1770",33,9,1
"1771",22,8,1
"1773",12,5,1
"1777",9,7,1
"1793",16,7,1
"1797",33,6,1
"1798",13,8,1
"1804",28,5,1
"1807",26,4,1
"1821",49,42,1
"1824",49,42,1
"1826",46,42,1
"1827",46,39,1
"1828",40,38,1
"1829",49,36,1
"1830",48,38,1
"1831",49,35,1
"1832",47,42,1
"1833",49,43,1
"1834",42,41,1
"1835",43,43,1
"1836",49,42,1
"1837",25,5,1
"1839",49,40,1
"1843",49,40,1
"1848",48,41,1
"1849",11,5,1
"1858",25,5,1
"1862",47,41,1
"1863",48,44,1
"1864",49,39,1
"1865",47,34,1
"1866",48,36,1
"1868",47,37,1
"1869",13,8,1
"1873",33,7,1
"1874",29,9,1
"1877",32,8,1
"1878",26,8,1
"1882",19,12,1
"1883",36,12,1
"1885",21,12,1
"1890",33,15,1
"1893",46,19,1
"1897",32,16,1
"1900",49,36,1
"1901",43,32,1
"1902",34,27,1
"1903",46,28,1
"1904",49,30,1
"1905",48,34,1
"1906",49,32,1
"1907",48,29,1
"1908",41,34,1
"1909",48,32,1
"1910",47,36,1
"1911",48,31,1
"1912",49,37,1
"1913",45,39,1
"1914",49,32,1
"1915",49,38,1
"1916",45,27,1
"1917",47,30,1
"1918",49,27,1
"1919",49,27,1
"1920",28,28,1
"1921",45,32,1
"1922",35,33,1
"1924",22,7,1
"1926",34,26,1
"1927",48,29,1
"1928",48,23,1
"1929",48,23,1
"1930",41,24,1
"1931",48,24,1
"1932",45,21,1
"1933",45,22,1
"1934",45,21,1
"1935",24,22,1
"1936",30,22,1
"1937",47,23,1
"1938",37,23,1
"1939",37,21,1
"1940",33,19,1
"1941",47,34,1
"1942",49,37,1
"1943",49,40,1
"1944",41,39,1
"1945",49,37,1
"1946",47,21,1
"1950",33,20,1
"1951",31,20,1
"1953",24,17,1
"1954",44,18,1
"1955",42,18,1
"1956",48,23,1
"1958",23,18,1
"1961",16,15,1
"1962",41,15,1
"1964",42,16,1
"1966",14,14,1
"1968",29,14,1
"1971",31,15,1
"1974",40,13,1
"1977",24,12,1
"1978",31,12,1
"1979",24,13,1
"1983",34,12,1
"1993",22,10,1
"1997",12,10,1
"2002",24,9,1
"2010",31,8,1
"2020",32,5,1
"2027",23,7,1
"2042",8,6,1
"2044",23,4,1
"2050",26,4,1
"2052",16,4,1
"2056",48,43,1
"2060",42,42,1
"2061",31,4,1
"2062",20,5,1
"2064",46,30,1
"2065",49,40,1
"2066",38,36,1
"2067",47,41,1
"2068",48,42,1
"2069",49,42,1
"2070",48,43,1
"2071",46,43,1
"2074",47,37,1
"2076",47,36,1
"2078",16,8,1
"2079",45,36,1
"2080",49,31,1
"2081",45,32,1
"2082",45,31,1
"2083",44,34,1
"2084",48,37,1
"2085",47,36,1
"2086",45,29,1
"2087",45,37,1
"2088",44,29,1
"2089",49,28,1
"2090",35,31,1
"2091",44,38,1
"2092",44,35,1
"2093",49,41,1
"2094",47,41,1
"2095",44,43,1
"2096",49,42,1
"2100",44,31,1
"2101",49,31,1
"2102",47,36,1
"2103",49,35,1
"2108",9,6,1
"2109",22,5,1
"2112",49,41,1
"2113",47,44,1
"2117",48,40,1
"2119",27,8,1
"2121",9,7,1
"2124",19,4,1
"2127",38,12,1
"2128",36,11,1
"2132",39,15,1
"2135",31,18,1
"2136",44,20,1
"2139",35,16,1
"2140",41,24,1
"2141",46,22,1
"2142",45,41,1
"2143",46,41,1
"2144",48,21,1
"2146",35,20,1
"2147",36,21,1
"2149",49,24,1
"2150",48,25,1
"2151",48,26,1
"2152",42,35,1
"2153",45,26,1
"2154",42,34,1
"2155",47,33,1
"2156",48,27,1
"2157",49,23,1
"2158",43,20,1
"2159",44,34,1
"2160",48,29,1
"2161",47,28,1
"2162",49,42,1
"2163",49,27,1
"2164",48,27,1
"2165",49,35,1
"2166",45,27,1
"2167",42,26,1
"2168",44,39,1
"2169",48,37,1
"2170",49,36,1
"2171",48,24,1
"2172",37,26,1
"2173",49,26,1
"2174",46,26,1
"2175",34,21,1
"2176",37,22,1
"2177",49,22,1
"2178",47,21,1
"2179",49,22,1
"2180",47,23,1
"2181",48,23,1
"2182",47,21,1
"2184",38,19,1
"2185",47,35,1
"2186",49,32,1
"2187",47,40,1
"2188",44,31,1
"2189",47,40,1
"2190",45,40,1
"2191",48,38,1
"2192",29,19,1
"2193",24,19,1
"2194",43,20,1
"2195",45,18,1
"2198",48,22,1
"2200",40,17,1
"2204",33,17,1
"2208",43,16,1
"2211",44,19,1
"2218",25,15,1
"2224",38,14,1
"2225",40,13,1
"2230",32,12,1
"2233",37,12,1
"2236",30,12,1
"2240",37,12,1
"2244",37,10,1
"2247",17,11,1
"2255",17,7,1
"2259",17,7,1
"2273",26,6,1
"2275",9,7,1
"2280",28,9,1
"2287",12,6,1
"2297",22,5,1
"2312",30,4,1
"2313",47,45,1
"2319",11,5,1
"2326",48,42,1
"2329",27,5,1
"2332",26,7,1
"2334",18,10,1
"2339",9,6,1
"2344",46,37,1
"2345",44,34,1
"2346",45,34,1
"2347",47,45,1
"2348",48,43,1
"2349",47,41,1
"2350",48,43,1
"2351",49,41,1
"2352",43,33,1
"2353",45,41,1
"2354",38,36,1
"2355",10,4,1
"2356",49,38,1
"2357",46,41,1
"2358",41,41,1
"2359",48,43,1
"2360",42,35,1
"2361",46,40,1
"2362",44,35,1
"2364",43,41,1
"2365",47,41,1
"2367",22,8,1
"2368",28,8,1
"2369",34,8,1
"2371",48,37,1
"2372",49,29,1
"2373",47,32,1
"2374",48,32,1
"2375",47,28,1
"2376",46,33,1
"2377",36,33,1
"2378",48,36,1
"2379",40,29,1
"2380",49,36,1
"2381",44,31,1
"2382",47,38,1
"2383",46,37,1
"2384",48,36,1
"2385",46,32,1
"2386",48,35,1
"2387",49,37,1
"2388",48,29,1
"2389",38,29,1
"2390",31,30,1
"2391",47,28,1
"2392",48,30,1
"2393",48,30,1
"2394",40,31,1
"2395",48,31,1
"2396",34,27,1
"2397",49,26,1
"2398",49,34,1
"2399",34,29,1
"2400",32,30,1
"2401",49,40,1
"2402",43,39,1
"2403",49,28,1
"2404",49,28,1
"2405",48,28,1
"2406",46,24,1
"2407",48,24,1
"2408",47,25,1
"2409",38,25,1
"2410",48,25,1
"2411",36,21,1
"2412",26,23,1
"2413",47,23,1
"2414",49,24,1
"2415",47,23,1
"2416",46,25,1
"2417",48,24,1
"2418",49,34,1
"2419",39,39,1
"2420",47,38,1
"2421",47,39,1
"2422",45,31,1
"2423",44,21,1
"2424",43,22,1
"2425",43,22,1
"2426",44,21,1
"2428",44,20,1
"2431",47,35,1
"2432",45,34,1
"2433",47,34,1
"2434",48,32,1
"2435",49,39,1
"2438",20,18,1
"2439",43,19,1
"2440",38,18,1
"2443",42,20,1
"2445",25,18,1
"2447",40,16,1
"2448",44,17,1
"2451",20,18,1
"2452",23,16,1
"2459",25,15,1
"2462",40,17,1
"2463",18,17,1
"2464",34,15,1
"2470",28,14,1
"2471",17,14,1
"2472",30,14,1
"2509",32,8,1
"2518",35,8,1
"2522",29,7,1
"2523",33,28,1
"2524",37,32,1
"2525",46,27,1
"2526",48,34,1
"2527",49,28,1
"2528",46,34,1
"2529",49,29,1
"2530",39,32,1
"2531",38,37,1
"2532",49,29,1
"2533",48,31,1
"2534",47,33,1
"2535",48,34,1
"2536",49,30,1
"2537",45,35,1
"2538",47,34,1
"2539",49,32,1
"2540",34,34,1
"2541",48,30,1
"2542",40,40,1
"2543",47,41,1
"2544",49,30,1
"2545",48,37,1
"2546",49,36,1
"2547",48,29,1
"2556",33,7,1
"2560",21,7,1
"2564",23,7,1
"2567",48,40,1
"2569",49,42,1
"2570",7,6,1
"2579",5,5,1
"2582",15,5,1
"2588",44,40,1
"2590",48,43,1
"2598",46,33,1
"2599",49,35,1
"2600",43,35,1
"2601",47,35,1
"2602",48,45,1
"2603",49,35,1
"2604",48,44,1
"2605",45,38,1
"2606",42,34,1
"2607",45,45,1
"2608",42,42,1
"2609",44,37,1
"2610",44,41,1
"2611",48,40,1
"2613",48,39,1
"2614",48,45,1
"2615",49,39,1
"2616",40,34,1
"2617",48,36,1
"2619",29,4,1
"2620",48,43,1
"2621",48,43,1
"2626",48,29,1
"2627",47,31,1
"2628",47,32,1
"2629",48,32,1
"2630",49,28,1
"2631",31,30,1
"2632",48,23,1
"2633",39,25,1
"2634",49,25,1
"2635",49,24,1
"2636",47,25,1
"2637",43,25,1
"2638",47,26,1
"2639",42,26,1
"2640",49,26,1
"2641",49,26,1
"2642",48,28,1
"2643",49,27,1
"2644",44,32,1
"2645",29,23,1
"2646",42,23,1
"2647",49,23,1
"2648",49,24,1
"2649",44,42,1
"2650",45,32,1
"2651",49,40,1
"2652",48,34,1
"2653",48,40,1
"2654",45,34,1
"2655",49,40,1
"2656",48,36,1
"2657",21,21,1
"2658",45,21,1
"2659",44,21,1
"2660",48,21,1
"2661",49,22,1
"2662",33,22,1
"2663",49,23,1
"2664",47,22,1
"2665",24,18,1
"2666",32,20,1
"2667",25,20,1
"2668",42,19,1
"2669",43,17,1
"2670",42,17,1
"2673",41,18,1
"2678",25,16,1
"2680",22,15,1
"2700",30,6,1
"2702",21,7,1
"2707",34,8,1
"2716",23,12,1
"2740",32,8,1
"2745",17,9,1
"2748",35,9,1
"2757",19,6,1
"2764",12,7,1
"2765",29,8,1
"2772",13,4,1
"2780",45,45,1
"2784",41,41,1
"2785",49,41,1
"2788",47,44,1
"2792",32,6,1
"2799",48,45,1
"2802",13,6,1
"2805",42,40,1
"2806",48,40,1
"2807",46,39,1
"2808",41,39,1
"2812",48,41,1
"2817",49,39,1
"2818",49,34,1
"2819",44,34,1
"2820",48,34,1
"2821",47,30,1
"2822",45,31,1
"2823",49,35,1
"2824",43,35,1
"2825",41,28,1
"2826",40,36,1
"2827",42,37,1
"2828",41,40,1
"2829",49,37,1
"2830",48,37,1
"2831",46,44,1
"2832",49,41,1
"2833",44,35,1
"2834",48,42,1
"2835",49,35,1
"2837",48,30,1
"2838",42,30,1
"2839",44,29,1
"2840",49,29,1
"2841",46,28,1
"2842",48,31,1
"2843",49,28,1
"2844",45,31,1
"2845",47,30,1
"2846",47,28,1
"2847",49,32,1
"2848",46,37,1
"2849",48,37,1
"2850",40,36,1
"2851",46,30,1
"2852",44,37,1
"2853",49,30,1
"2854",46,31,1
"2855",48,36,1
"2856",36,33,1
"2857",43,35,1
"2858",46,32,1
"2859",44,31,1
"2860",46,32,1
"2861",43,28,1
"2862",49,44,1
"2863",49,32,1
"2864",45,34,1
"2865",48,40,1
"2866",47,39,1
"2867",42,40,1
"2868",46,33,1
"2869",42,32,1
"2870",42,35,1
"2871",49,30,1
"2872",44,34,1
"2873",44,33,1
"2874",37,30,1
"2875",44,29,1
"2876",49,31,1
"2877",47,26,1
"2878",45,29,1
"2879",48,26,1
"2880",43,26,1
"2881",43,26,1
"2882",48,27,1
"2883",47,37,1
"2884",39,32,1
"2885",48,27,1
"2886",49,28,1
"2887",48,26,1
"2888",47,27,1
"2889",24,24,1
"2890",27,24,1
"2891",45,25,1
"2892",49,25,1
"2893",45,25,1
"2894",42,26,1
"2895",49,26,1
"2896",46,23,1
"2897",44,24,1
"2898",48,22,1
"2899",47,22,1
"2900",48,24,1
"2901",42,21,1
"2902",44,22,1
"2903",35,22,1
"2904",48,22,1
"2905",43,19,1
"2906",44,19,1
"2907",44,21,1
"2910",28,21,1
"2915",44,18,1
"2916",43,18,1
"2918",41,16,1
"2919",35,16,1
"2924",36,16,1
"2925",32,16,1
"2928",37,16,1
"2936",43,16,1
"2942",41,17,1
"2947",14,13,1
"2949",37,12,1
"2951",40,13,1
"2952",20,13,1
"2958",24,11,1
"2961",34,12,1
"2966",14,10,1
"2967",28,10,1
"2978",8,8,1
"2980",35,10,1
"2982",30,8,1
"2984",35,10,1
"2998",31,7,1
"3005",20,5,1
"3015",28,6,1
"3031",23,6,1
"3033",49,45,1
"3036",27,6,1
"3043",20,5,1
"3045",22,4,1
"3059",22,5,1
"3062",49,37,1
"3063",45,38,1
"3064",48,41,1
"3065",49,44,1
"3066",48,42,1
"3067",49,40,1
"3068",49,41,1
"3072",48,43,1
"3073",49,43,1
"3074",47,40,1
