"","Zi","Yi","Di"
"346",31,21,1
"347",25,20,1
"348",29,22,1
"349",30,23,1
"350",21,20,1
"351",30,19,1
"352",31,19,1
"353",30,19,1
"354",27,20,1
"355",26,19,1
"356",31,20,1
"357",28,14,1
"358",31,17,1
"359",27,18,1
"360",31,18,1
"361",31,18,1
"362",22,18,1
"363",22,17,1
"364",24,16,1
"365",27,16,1
"366",31,16,1
"367",23,16,1
"368",29,16,1
"369",31,16,1
"370",25,18,1
"371",30,16,1
"372",27,15,1
"373",28,15,1
"374",31,15,1
"375",27,15,1
"376",22,12,1
"377",29,8,1
"378",31,8,1
"379",30,6,1
"380",20,11,1
"381",31,8,1
"382",30,6,1
"383",27,7,1
"384",25,5,1
"385",30,4,1
"386",29,5,1
"387",30,26,1
"388",31,26,1
"389",29,26,1
"390",30,27,1
"391",31,23,1
"392",31,25,1
"393",31,24,1
"394",31,24,1
"395",29,24,1
"396",25,22,1
"397",30,22,1
"398",26,22,1
"399",27,23,1
"400",31,24,1
"401",28,19,1
"402",30,24,1
"403",28,20,1
"404",26,24,1
"405",30,20,1
"406",27,20,1
"407",27,21,1
"408",22,20,1
"409",30,21,1
"410",30,20,1
"411",30,21,1
"412",31,20,1
"413",31,21,1
"414",31,25,1
"415",30,21,1
"416",23,17,1
"417",31,18,1
"418",29,18,1
"419",31,19,1
"420",20,18,1
"421",31,23,1
"422",31,20,1
"423",31,17,1
"424",26,17,1
"425",30,17,1
"426",28,16,1
"427",28,16,1
"428",31,16,1
"429",26,15,1
"430",24,16,1
"431",27,13,1
"432",20,13,1
"433",31,13,1
"434",30,11,1
"435",27,9,1
"436",30,8,1
"437",28,7,1
"438",31,7,1
"439",31,8,1
"440",25,5,1
"441",30,5,1
"442",31,27,1
"443",29,27,1
"444",31,27,1
"445",31,26,1
"446",31,22,1
"447",31,22,1
"448",31,24,1
"449",23,23,1
"450",25,23,1
"451",31,23,1
"452",31,21,1
"453",29,21,1
"454",31,22,1
"455",30,21,1
"456",19,19,1
"457",26,19,1
"458",20,17,1
"459",31,18,1
"460",27,18,1
"461",26,21,1
"462",26,16,1
"463",29,15,1
"464",30,16,1
"465",24,14,1
"466",31,15,1
"467",25,13,1
"468",26,13,1
"469",27,9,1
"470",29,10,1
"471",31,8,1
"472",30,7,1
"473",30,5,1
"474",28,6,1
"475",28,4,1
"476",29,10,1
"477",31,4,1
"478",27,5,1
"479",30,13,1
"480",31,16,1
"481",30,18,1
"482",25,22,1
"483",28,22,1
"484",26,23,1
"485",31,23,1
"486",31,24,1
"487",27,21,1
"488",29,20,1
"489",31,24,1
"490",25,25,1
"491",30,24,1
"492",26,24,1
"493",31,25,1
"494",31,21,1
"495",31,21,1
"496",23,21,1
"497",31,21,1
"498",22,20,1
"499",28,19,1
"500",31,20,1
"501",31,24,1
"502",28,19,1
"503",28,20,1
"504",31,20,1
"505",30,21,1
"506",29,17,1
"507",30,18,1
"508",31,19,1
"509",30,19,1
"510",29,17,1
"511",29,17,1
"512",31,23,1
"513",30,17,1
"514",31,17,1
"515",31,17,1
"516",31,19,1
"517",24,16,1
"518",29,16,1
"519",29,16,1
"520",31,16,1
"521",31,15,1
"522",31,16,1
"523",28,17,1
"524",28,12,1
"525",24,13,1
"526",30,15,1
"527",28,16,1
"528",31,10,1
"529",31,10,1
"530",31,11,1
"531",29,11,1
"532",31,9,1
"533",29,7,1
"534",28,4,1
"535",30,5,1
"536",31,4,1
"537",30,27,1
"538",31,7,1
"539",31,7,1
"540",30,9,1
"541",26,11,1
"542",30,15,1
"543",31,16,1
"544",24,18,1
"545",30,16,1
"546",31,16,1
"547",29,16,1
"548",31,22,1
"549",31,22,1
"550",27,20,1
"551",30,20,1
"552",30,20,1
"553",31,21,1
"554",31,17,1
"555",29,27,1
"556",28,26,1
"557",30,27,1
"558",28,22,1
"559",30,23,1
"560",31,23,1
"561",31,22,1
"562",31,23,1
"563",27,23,1
"564",30,23,1
"565",28,26,1
"566",31,23,1
"567",31,24,1
"568",30,26,1
"569",31,25,1
"570",29,24,1
"571",30,24,1
"572",31,25,1
"573",28,21,1
"574",29,22,1
"575",27,22,1
"576",31,22,1
"577",31,22,1
"578",27,22,1
"579",31,22,1
"580",31,22,1
"581",30,21,1
"582",24,20,1
"583",30,21,1
"584",21,19,1
"585",29,21,1
"586",20,18,1
"587",29,20,1
"588",31,19,1
"589",26,19,1
"590",25,18,1
"591",30,18,1
"592",30,18,1
"593",28,19,1
"594",30,18,1
"595",31,17,1
"596",31,17,1
"597",28,18,1
"598",30,16,1
"599",31,17,1
"600",31,18,1
"601",29,15,1
"602",26,15,1
"603",24,16,1
"604",31,16,1
"605",30,16,1
"606",16,14,1
"607",31,17,1
"608",25,16,1
"609",30,16,1
"610",31,14,1
"611",27,13,1
"612",28,11,1
"613",12,11,1
"614",30,11,1
"615",21,12,1
"616",31,11,1
"617",31,11,1
"618",30,10,1
"619",31,10,1
"620",30,11,1
"621",31,9,1
"622",31,10,1
"623",31,10,1
"624",31,9,1
"625",31,6,1
"626",25,4,1
"627",31,4,1
"628",26,5,1
"629",28,4,1
"630",31,25,1
"631",31,26,1
"632",27,26,1
"633",31,26,1
"634",31,27,1
"635",31,27,1
"636",31,27,1
"637",30,24,1
"638",31,24,1
"639",30,25,1
"640",31,25,1
"641",31,24,1
"642",30,26,1
"643",28,25,1
"644",31,22,1
"645",31,22,1
"646",30,24,1
"647",31,23,1
"648",27,21,1
"649",30,22,1
"650",24,23,1
"651",30,21,1
"652",29,24,1
"653",31,20,1
"654",27,22,1
"655",31,21,1
"656",30,21,1
"657",31,20,1
"658",30,21,1
"659",31,21,1
"660",31,22,1
"661",31,22,1
"662",29,22,1
"663",31,19,1
"664",27,20,1
"665",30,20,1
"666",31,20,1
"667",31,20,1
"668",30,21,1
"669",31,21,1
"670",29,18,1
"671",31,18,1
"672",30,19,1
"673",31,20,1
"674",26,17,1
"675",28,17,1
"676",29,18,1
"677",29,17,1
"678",31,17,1
"679",31,17,1
"680",24,17,1
"681",31,17,1
"682",31,16,1
"683",31,16,1
"684",30,16,1
"685",27,16,1
"686",31,16,1
"687",31,18,1
"688",22,16,1
"689",30,16,1
"690",25,15,1
"691",29,15,1
"692",25,16,1
"693",25,16,1
"694",31,15,1
"695",26,16,1
"696",28,14,1
"697",26,13,1
"698",30,14,1
"699",24,11,1
"700",27,9,1
"701",29,11,1
"702",30,10,1
"703",25,11,1
"704",31,8,1
"705",12,7,1
"706",31,7,1
"707",17,4,1
"708",31,4,1
"709",28,5,1
"710",30,5,1
"711",31,11,1
"712",28,27,1
"713",29,25,1
"714",31,26,1
"715",31,26,1
"716",31,26,1
"717",31,22,1
"718",27,20,1
"719",31,23,1
"720",31,25,1
"721",31,23,1
"722",25,24,1
"723",31,24,1
"724",31,24,1
"725",22,21,1
"726",31,21,1
"727",26,21,1
"728",31,21,1
"729",31,21,1
"730",31,22,1
"731",21,20,1
"732",31,22,1
"733",27,22,1
"734",22,19,1
"735",28,18,1
"736",27,19,1
"737",26,19,1
"738",29,19,1
"739",22,20,1
"740",28,20,1
"741",27,19,1
"742",28,23,1
"743",28,17,1
"744",29,17,1
"745",30,19,1
"746",30,19,1
"747",30,18,1
"748",24,17,1
"749",27,18,1
"750",30,18,1
"751",31,19,1
"752",30,16,1
"753",29,17,1
"754",26,17,1
"755",27,19,1
"756",30,18,1
"757",30,16,1
"758",28,16,1
"759",31,16,1
"760",29,16,1
"761",30,14,1
"762",30,12,1
"763",29,13,1
"764",31,12,1
"765",29,15,1
"766",30,12,1
"767",31,6,1
"768",30,27,1
"769",31,26,1
"770",31,27,1
"771",30,28,1
"772",31,27,1
"773",31,24,1
"774",28,26,1
"775",31,25,1
"776",28,25,1
"777",25,22,1
"778",31,21,1
"779",29,22,1
"780",29,21,1
"781",28,23,1
"782",24,22,1
"783",30,23,1
"784",31,23,1
"785",31,22,1
"786",31,23,1
"787",25,24,1
"788",29,23,1
"789",30,21,1
"790",27,25,1
"791",31,21,1
"792",31,20,1
"793",31,21,1
"794",31,20,1
"795",28,21,1
"796",30,22,1
"797",31,18,1
"798",30,18,1
"799",31,19,1
"800",30,18,1
"801",31,21,1
"802",31,19,1
"803",28,19,1
"804",25,20,1
"805",31,17,1
"806",30,17,1
"807",29,17,1
"808",30,17,1
"809",28,17,1
"810",29,17,1
"811",30,18,1
"812",28,16,1
"813",31,17,1
"814",31,16,1
"815",23,17,1
"816",31,16,1
"817",30,17,1
"818",25,15,1
"819",31,16,1
"820",31,14,1
"821",31,13,1
"822",31,14,1
"823",18,15,1
"824",30,17,1
"825",31,15,1
"826",23,16,1
"827",31,12,1
"828",30,10,1
"829",29,8,1
"830",31,9,1
"831",31,6,1
"832",29,4,1
"833",30,4,1
"834",28,10,1
"835",31,23,1
"836",31,17,1
"837",29,17,1
"838",31,17,1
"839",31,18,1
"840",27,18,1
"841",31,26,1
"842",31,25,1
"843",31,25,1
"844",31,25,1
"845",31,24,1
"846",31,25,1
"847",31,21,1
"848",29,22,1
"849",30,21,1
"850",31,23,1
"851",31,23,1
"852",31,24,1
"853",31,24,1
"854",27,23,1
"855",26,20,1
"856",31,20,1
"857",31,20,1
"858",31,20,1
"859",29,20,1
"860",29,20,1
"861",24,23,1
"862",31,19,1
"863",29,21,1
"864",31,21,1
"865",30,21,1
"866",31,23,1
"867",26,23,1
"868",31,22,1
"869",30,18,1
"870",20,17,1
"871",31,17,1
"872",25,17,1
"873",25,17,1
"874",31,17,1
"875",30,16,1
"876",31,16,1
"877",24,14,1
"878",28,15,1
"879",27,15,1
"880",31,16,1
"881",31,16,1
"882",27,16,1
"883",31,15,1
"884",21,15,1
"885",31,14,1
"886",31,14,1
"887",30,14,1
"888",31,12,1
"889",31,14,1
"890",29,14,1
"891",30,12,1
"892",25,7,1
"893",31,6,1
"894",31,7,1
"895",31,7,1
"896",25,6,1
"897",31,5,1
"898",31,9,1
"899",31,26,1
"900",30,24,1
"901",31,25,1
"902",26,26,1
"903",31,21,1
"904",29,23,1
"905",29,23,1
"906",31,24,1
"907",28,23,1
"908",31,22,1
"909",27,23,1
"910",28,24,1
"911",30,22,1
"912",31,22,1
"913",29,22,1
"914",30,23,1
"915",28,23,1
"916",31,20,1
"917",28,19,1
"918",29,20,1
"919",28,19,1
"920",31,21,1
"921",23,21,1
"922",31,20,1
"923",31,19,1
"924",29,19,1
"925",30,24,1
"926",29,17,1
"927",27,17,1
"928",29,17,1
"929",25,18,1
"930",25,17,1
"931",25,18,1
"932",31,18,1
"933",29,18,1
"934",29,24,1
"935",31,18,1
"936",30,16,1
"937",25,19,1
"938",30,17,1
"939",30,18,1
"940",31,16,1
"941",29,16,1
"942",28,17,1
"943",31,15,1
"944",30,16,1
"945",31,16,1
"946",30,16,1
"947",31,16,1
"948",27,15,1
"949",21,15,1
"950",30,17,1
"951",28,14,1
"952",29,14,1
"953",27,14,1
"954",22,14,1
"955",28,11,1
"956",31,6,1
"957",31,6,1
"958",31,8,1
"959",26,11,1
"960",27,6,1
"961",31,8,1
"962",31,6,1
"963",31,5,1
"964",29,5,1
"965",31,5,1
"966",29,26,1
"967",27,27,1
"968",31,27,1
"969",29,27,1
"970",31,27,1
"971",30,25,1
"972",31,25,1
"973",30,25,1
"974",31,24,1
"975",25,24,1
"976",25,24,1
"977",31,25,1
"978",31,25,1
"979",25,25,1
"980",31,22,1
"981",31,24,1
"982",29,23,1
"983",29,19,1
"984",31,21,1
"985",28,21,1
"986",28,21,1
"987",31,22,1
"988",31,20,1
"989",31,19,1
"990",30,20,1
"991",25,20,1
"992",31,20,1
"993",25,21,1
"994",31,18,1
"995",30,18,1
"996",27,18,1
"997",28,18,1
"998",18,18,1
"999",29,19,1
"1000",26,18,1
"1001",22,17,1
"1002",24,17,1
"1003",27,18,1
"1004",31,17,1
"1005",29,15,1
"1006",30,16,1
"1007",28,16,1
"1008",31,16,1
"1009",28,17,1
"1010",29,14,1
"1011",30,16,1
"1012",30,16,1
"1013",30,16,1
"1014",28,15,1
"1015",27,14,1
"1016",31,14,1
"1017",29,13,1
"1018",30,12,1
"1019",31,12,1
"1020",31,9,1
